timestamp,whisker
1786775139.360675,476
1786775139.360675,474
1786775139.3718631,477
1786775139.3915725,476
1786775139.4122174,477
1786775139.429785,475
1786775139.4513774,475
1786775139.4694514,475
1786775139.489497,477
1786775139.5123274,477
1786775139.5312924,476
1786775139.552165,475
1786775139.5724,474
1786775139.5868998,475
1786775139.6114736,475
1786775139.6318614,474
1786775139.6520238,475
1786775139.6700945,476
1786775139.6922922,475
1786775139.7116532,476
1786775139.7323205,476
1786775139.7524426,473
1786775139.7676578,475
1786775139.787601,475
1786775139.812297,476
1786775139.8296366,475
1786775139.851977,476
1786775139.8719225,474
1786775139.8917558,475
1786775139.912126,474
1786775139.9322636,475
1786775139.947681,474
1786775139.972733,476
1786775139.9925718,474
1786775140.0109282,477
1786775140.0325983,476
1786775140.0526009,475
1786775140.0728116,476
1786775140.092634,475
1786775140.11179,476
1786775140.1314054,476
1786775140.1510098,476
1786775140.1723223,475
1786775140.1906338,476
1786775140.2116978,475
1786775140.2322793,476
1786775140.2530034,475
1786775140.2735937,477
1786775140.2929444,475
1786775140.3115606,476
1786775140.3331153,476
1786775140.3533692,476
1786775140.3727775,476
1786775140.392957,478
1786775140.4135046,475
1786775140.4331145,475
1786775140.45216,475
1786775140.47332,474
1786775140.4927883,475
1786775140.5100565,476
1786775140.533239,476
1786775140.5530746,475
1786775140.5739334,476
1786775140.5935879,476
1786775140.6139033,476
1786775140.63361,477
1786775140.6534312,475
1786775140.672124,475
1786775140.6936705,475
1786775140.7138698,475
1786775140.7333415,475
1786775140.7531211,476
1786775140.7738996,476
1786775140.7922149,476
1786775140.8138993,476
1786775140.8327777,479
1786775140.8531532,473
1786775140.873452,475
1786775140.892681,474
1786775140.9140244,476
1786775140.9334495,476
1786775140.9492903,475
1786775140.9703703,475
1786775140.993006,476
1786775141.0127902,476
1786775141.032957,476
1786775141.05434,476
1786775141.0743248,476
1786775141.0932465,478
1786775141.113825,475
1786775141.130293,476
1786775141.153166,477
1786775141.1718986,477
1786775141.1939244,477
1786775141.2134957,475
1786775141.2344227,476
1786775141.2543476,472
1786775141.273739,475
1786775141.2946646,475
1786775141.3142498,476
1786775141.3321779,476
1786775141.3536582,476
1786775141.3741012,475
1786775141.3944247,475
1786775141.414302,476
1786775141.4340458,476
1786775141.4541678,476
1786775141.4743207,476
1786775141.4920359,477
1786775141.514076,476
1786775141.5337782,476
1786775141.5536182,477
1786775141.5745707,475
1786775141.5938256,475
1786775141.61392,476
1786775141.6344547,476
1786775141.6541808,472
1786775141.6727664,474
1786775141.6941206,476
1786775141.7138503,476
1786775141.7346187,475
1786775141.7548988,478
1786775141.7743845,474
1786775141.794476,473
1786775141.8150215,476
1786775141.8343513,474
1786775141.854635,477
1786775141.8744864,476
1786775141.8945034,475
1786775141.9141102,476
1786775141.9349532,476
1786775141.9536676,477
1786775141.9746203,475
1786775141.9950266,476
1786775142.0140111,475
1786775142.034583,476
1786775142.0550528,476
1786775142.0748153,476
1786775142.0947227,483
1786775142.1151166,476
1786775142.1342847,476
1786775142.1551836,476
1786775142.1742883,476
1786775142.1944332,476
1786775142.2150242,474
1786775142.2349496,475
1786775142.2544577,477
1786775142.273974,476
1786775142.2948134,476
1786775142.3148773,475
1786775142.3346608,478
1786775142.3528893,475
1786775142.3733706,478
1786775142.3946877,476
1786775142.415026,476
1786775142.4350564,476
1786775142.454814,476
1786775142.4744215,476
1786775142.495458,476
1786775142.514902,475
1786775142.534843,475
1786775142.554724,477
1786775142.5754683,476
1786775142.5946727,474
1786775142.6150482,475
1786775142.6350574,476
1786775142.655192,475
1786775142.6757033,476
1786775142.6950986,473
1786775142.715219,476
1786775142.7351465,477
1786775142.7552,476
1786775142.7749777,479
1786775142.7955046,476
1786775142.8157175,475
1786775142.835006,476
1786775142.8550713,476
1786775142.876099,476
1786775142.8946908,478
1786775142.9158576,476
1786775142.935256,475
1786775142.9557815,476
1786775142.9755447,475
1786775142.9953442,475
1786775143.0160835,476
1786775143.0353742,477
1786775143.0542948,475
1786775143.075333,477
1786775143.0960174,477
1786775143.1153836,473
1786775143.1355147,476
1786775143.1558964,476
1786775143.1759093,477
1786775143.1933777,475
1786775143.2155488,476
1786775143.2360716,474
1786775143.2555904,475
1786775143.275157,475
1786775143.2956567,476
1786775143.315858,476
1786775143.335517,480
1786775143.3558905,476
1786775143.374917,475
1786775143.3918226,475
1786775143.4124353,474
1786775143.4355078,474
1786775143.4539256,478
1786775143.4747,476
1786775143.4955902,476
1786775143.5156727,476
1786775143.5358312,476
1786775143.5529644,475
1786775143.5759606,478
1786775143.5929124,475
1786775143.6138287,475
1786775143.6343668,475
1786775143.6560667,477
1786775143.6751475,475
1786775143.6960142,476
1786775143.7110162,475
1786775143.736208,475
1786775143.755016,476
1786775143.7762597,474
1786775143.7943053,476
1786775143.8161588,476
1786775143.8362074,477
1786775143.8561547,476
1786775143.8764045,479
1786775143.8957443,473
1786775143.9123492,474
1786775143.9357147,476
1786775143.9556615,475
1786775143.976411,475
1786775143.9957783,475
1786775144.015714,476
1786775144.036353,476
1786775144.0556967,476
1786775144.076133,475
1786775144.0945613,476
1786775144.1165483,476
1786775144.1345828,477
1786775144.1560059,475
1786775144.1762335,473
1786775144.1960542,474
1786775144.2164962,476
1786775144.2317238,474
1786775144.2560263,476
1786775144.2764819,475
1786775144.296305,475
1786775144.3143494,475
1786775144.3355737,472
1786775144.3561382,476
1786775144.376186,477
1786775144.395565,476
1786775144.4122927,475
1786775144.4361193,476
1786775144.4565375,475
1786775144.4746342,475
1786775144.4954271,476
1786775144.5162513,475
1786775144.5364442,475
1786775144.5567496,475
1786775144.572132,476
1786775144.5969915,475
1786775144.61361,477
1786775144.6369832,477
1786775144.6570032,476
1786775144.676213,475
1786775144.6969626,476
1786775144.7167358,476
1786775144.736709,476
1786775144.7569325,475
1786775144.7765353,475
1786775144.7941632,476
1786775144.8148134,476
1786775144.836833,477
1786775144.8569574,475
1786775144.8764088,476
1786775144.8971584,476
1786775144.91212,477
1786775144.937137,476
1786775144.957261,476
1786775144.976804,476
1786775144.9955752,477
1786775145.016112,475
1786775145.0371535,475
1786775145.056971,475
1786775145.0730636,476
1786775145.092147,475
1786775145.1173694,476
1786775145.1342208,475
1786775145.1574094,475
1786775145.1760123,475
1786775145.1969326,476
1786775145.216618,476
1786775145.2315702,475
1786775145.257544,476
1786775145.2731953,478
1786775145.2976573,476
1786775145.3174376,476
1786775145.3373332,476
1786775145.3558154,476
1786775145.3773718,477
1786775145.397668,476
1786775145.4122236,476
1786775145.4377046,475
1786775145.4563646,475
1786775145.4778085,477
1786775145.495467,473
1786775145.5160966,475
1786775145.5370493,476
1786775145.557059,476
1786775145.5775912,475
1786775145.5978563,475
1786775145.614364,474
1786775145.6378894,476
1786775145.655156,475
1786775145.6778066,476
1786775145.6968596,476
1786775145.7176597,475
1786775145.7378688,478
1786775145.7522264,477
1786775145.7777452,475
1786775145.798001,476
1786775145.818076,476
1786775145.8357232,476
1786775145.8581219,477
1786775145.8773663,476
1786775145.8981352,476
1786775145.9171548,477
1786775145.9327493,477
1786775145.9581535,476
1786775145.9744184,476
1786775145.9981997,476
1786775146.0183215,475
1786775146.0373843,476
1786775146.0577667,476
1786775146.0777943,476
1786775146.0981095,473
1786775146.1135156,475
1786775146.1383607,477
1786775146.154968,476
1786775146.177471,475
1786775146.196804,476
1786775146.2175434,476
1786775146.238289,474
1786775146.258303,476
1786775146.278442,475
1786775146.29385,475
1786775146.3185384,476
1786775146.335626,473
1786775146.3586056,476
1786775146.3770254,476
1786775146.398047,476
1786775146.4182696,476
1786775146.43853,476
1786775146.4584653,476
1786775146.4755597,475
1786775146.4987195,476
1786775146.5160108,477
1786775146.5385253,476
1786775146.5576692,476
1786775146.5785155,475
1786775146.598582,477
1786775146.6167128,478
1786775146.6340659,476
1786775146.6588933,475
1786775146.6775534,475
1786775146.6967196,476
1786775146.7172408,476
1786775146.7383232,477
1786775146.7584825,475
1786775146.7785316,474
1786775146.7989256,475
1786775146.8146229,475
1786775146.8390555,476
1786775146.8563974,476
1786775146.8767798,475
1786775146.8970513,477
1786775146.9182546,476
1786775146.9387414,476
1786775146.953292,475
1786775146.9742815,474
1786775146.9987676,474
1786775147.0159006,475
1786775147.039231,477
1786775147.0576892,476
1786775147.0784695,475
1786775147.099154,475
1786775147.11922,475
1786775147.1392403,476
1786775147.1549158,476
1786775147.1792688,473
1786775147.1964746,474
1786775147.218847,476
1786775147.2381122,476
1786775147.259044,474
1786775147.278759,476
1786775147.293569,475
1786775147.3193555,476
1786775147.3353128,475
1786775147.359466,476
1786775147.3771708,476
1786775147.3991776,475
1786775147.4187455,476
1786775147.4394875,475
1786775147.459296,476
1786775147.4744496,475
1786775147.4995217,476
1786775147.515938,476
1786775147.5364757,476
1786775147.5596366,476
1786775147.5780342,476
1786775147.599151,475
1786775147.6190808,475
1786775147.639769,476
1786775147.654885,476
1786775147.679781,476
1786775147.6962519,480
1786775147.7197998,476
1786775147.738215,475
1786775147.7589169,475
1786775147.7791705,475
1786775147.7997031,475
1786775147.8198385,475
1786775147.8383822,476
1786775147.8558302,476
1786775147.8798728,475
1786775147.8992937,476
1786775147.9186103,475
1786775147.9394326,478
1786775147.9592206,476
1786775147.9742732,476
1786775147.9999998,476
1786775148.0158782,476
1786775148.039187,477
1786775148.0575278,477
1786775148.0796363,476
1786775148.0991323,476
1786775148.1198828,476
1786775148.1398847,476
1786775148.1601436,475
1786775148.1777866,475
1786775148.19615,474
1786775148.220301,475
1786775148.2402058,475
1786775148.2602942,476
1786775148.2796462,475
1786775148.3002226,475
1786775148.3175197,477
1786775148.3344853,475
1786775148.360338,476
1786775148.3790784,475
1786775148.400075,476
1786775148.418475,476
1786775148.439282,476
1786775148.460426,473
1786775148.4799342,474
1786775148.5003536,477
1786775148.5158195,475
1786775148.5405545,476
1786775148.5573258,475
1786775148.580515,476
1786775148.599029,475
1786775148.6198132,475
1786775148.6398807,474
