timestamp,headingDeg,encoderCount
1786865483.4254947,-35.24,0
1786865483.445023,-35.24,0
1786865483.467066,-35.24,0
1786865483.4866893,-35.25,0
1786865483.5088284,-35.25,0
1786865483.5283875,-35.24,0
1786865483.5493233,-35.24,0
1786865483.5700502,-35.25,0
1786865483.59347,-35.24,0
1786865483.611751,-35.24,0
1786865483.6325183,-35.24,0
1786865483.653488,-35.24,0
1786865483.673904,-35.24,0
1786865483.6951764,-35.24,0
1786865483.7163644,-35.25,0
1786865483.73676,-35.25,0
1786865483.7572482,-35.25,0
1786865483.7780092,-35.24,0
1786865483.797766,-35.24,0
1786865483.81879,-35.25,0
1786865483.8384857,-35.25,0
1786865483.8526797,-35.25,0
1786865483.8800948,-35.25,0
1786865483.89995,-35.25,0
1786865483.920383,-35.25,0
1786865483.9364314,-35.25,0
1786865483.9590871,-35.25,0
1786865483.9793522,-35.25,0
1786865484.0005333,-35.25,0
1786865484.0172904,-35.25,0
1786865484.0441034,-35.25,0
1786865484.0586934,-35.24,0
1786865484.0837646,-35.24,0
1786865484.1054618,-35.24,0
1786865484.1253378,-35.24,0
1786865484.146515,-35.25,0
1786865484.167201,-35.25,0
1786865484.1876554,-35.25,0
1786865484.2056582,-35.24,0
1786865484.2226884,-35.24,0
1786865484.2460363,-35.24,0
1786865484.2656367,-35.24,0
1786865484.2896268,-35.24,0
1786865484.3068247,-35.24,0
1786865484.3279085,-35.24,0
1786865484.3513021,-35.24,0
1786865484.3680797,-35.24,0
1786865484.3918016,-35.24,0
1786865484.4101148,-35.23,0
1786865484.433335,-35.23,0
1786865484.4496655,-35.23,0
1786865484.4723523,-35.23,0
1786865484.4921064,-35.23,0
1786865484.5153008,-35.23,0
1786865484.5348108,-35.23,0
1786865484.5561042,-35.23,0
1786865484.5726273,-35.23,0
1786865484.5968702,-35.24,0
1786865484.6131222,-35.23,0
1786865484.6383119,-35.23,0
1786865484.65885,-35.23,0
1786865484.679133,-35.23,0
1786865484.6987753,-35.23,0
1786865484.7187765,-35.23,0
1786865484.7399912,-35.23,0
1786865484.7568562,-35.23,0
1786865484.780071,-35.23,0
1786865484.8010538,-35.23,0
1786865484.8211763,-35.23,0
1786865484.84162,-35.23,0
1786865484.8637161,-35.23,0
1786865484.8838298,-35.23,0
1786865484.903191,-35.23,0
1786865484.9235518,-35.23,0
1786865484.9438164,-35.23,0
1786865484.9659045,-35.23,0
1786865484.986685,-35.23,0
1786865485.0069299,-35.23,0
1786865485.0279717,-35.22,0
1786865485.0459874,-35.23,0
1786865485.068094,-35.23,0
1786865485.0881855,-35.23,0
1786865485.1088603,-35.22,0
1786865485.1289668,-35.22,0
1786865485.1490793,-35.22,0
1786865485.1691754,-35.22,0
1786865485.1898875,-35.22,0
1786865485.2086112,-35.22,0
1786865485.230872,-35.22,0
1786865485.2472618,-35.22,0
1786865485.2716296,-35.21,0
1786865485.2877922,-35.22,0
1786865485.31249,-35.21,0
1786865485.3333309,-35.21,0
1786865485.3542843,-35.22,0
1786865485.3749938,-35.21,0
1786865485.3964975,-35.21,0
1786865485.412284,-35.22,0
1786865485.4308677,-35.22,0
1786865485.4533424,-35.22,0
1786865485.4777958,-35.22,0
1786865485.494569,-35.22,0
1786865485.5134656,-35.22,0
1786865485.539149,-35.22,0
1786865485.559546,-35.22,0
1786865485.5777655,-35.22,0
1786865485.6002486,-35.22,0
1786865485.6210637,-35.21,0
1786865485.6414628,-35.21,0
1786865485.6620257,-35.21,0
1786865485.6825013,-35.21,0
1786865485.7015884,-35.21,0
1786865485.7227063,-35.21,0
1786865485.7435699,-35.21,0
1786865485.7643592,-35.21,0
1786865485.785143,-35.21,0
1786865485.8055644,-35.21,0
1786865485.8209317,-35.21,0
1786865485.8459759,-35.21,0
1786865485.8623443,-35.21,0
1786865485.8871086,-35.21,0
1786865485.90557,-35.21,0
1786865485.9283004,-35.21,0
1786865485.9470696,-35.21,0
1786865485.9690056,-35.20,0
1786865485.9854739,-35.20,0
1786865486.0099506,-35.20,0
1786865486.0303233,-35.20,0
1786865486.0511973,-35.20,0
1786865486.0674596,-35.21,0
1786865486.0924277,-35.21,0
1786865486.1088238,-35.21,0
1786865486.1331725,-35.21,0
1786865486.151499,-35.21,0
1786865486.1733918,-35.21,0
1786865486.194564,-35.21,0
1786865486.21332,-35.21,0
1786865486.235947,-35.20,0
1786865486.2510676,-35.21,0
1786865486.2753906,-35.20,0
1786865486.2971601,-35.21,0
1786865486.3174813,-35.21,0
1786865486.3364842,-35.20,0
1786865486.3585236,-35.20,0
1786865486.3781335,-35.20,0
1786865486.3951473,-35.20,0
1786865486.4191382,-35.20,0
1786865486.4360046,-35.21,0
1786865486.4611037,-35.21,0
1786865486.4780176,-35.21,0
1786865486.5017972,-35.21,0
1786865486.5225127,-35.21,0
1786865486.5420127,-35.21,0
1786865486.5611448,-35.21,0
1786865486.5827,-35.22,0
1786865486.60408,-35.22,0
1786865486.624374,-35.22,0
1786865486.6433134,-35.21,0
1786865486.6628904,-35.21,0
1786865486.6797028,-35.21,0
1786865486.7010698,-35.21,0
1786865486.7270386,-35.21,0
1786865486.743983,-35.21,0
1786865486.7604897,-35.21,0
1786865486.7850676,-35.21,0
1786865486.8035696,-35.21,0
1786865486.8261747,-35.21,0
1786865486.84879,-35.21,0
1786865486.86686,-35.21,0
1786865486.8890219,-35.21,0
1786865486.9114504,-35.21,0
1786865486.9302115,-35.22,0
1786865486.9449024,-35.21,0
1786865486.9715304,-35.21,0
1786865486.9929054,-35.21,0
1786865487.0140345,-35.21,0
1786865487.0323102,-35.21,0
1786865487.0551565,-35.21,0
1786865487.0718193,-35.21,0
1786865487.0901635,-35.21,0
1786865487.1161854,-35.21,0
1786865487.1344774,-35.21,0
1786865487.1562862,-35.21,0
1786865487.1777065,-35.21,0
1786865487.197678,-35.21,0
1786865487.2186666,-35.21,0
1786865487.2386513,-35.21,0
1786865487.259562,-35.22,0
1786865487.2721977,-35.21,0
1786865487.297099,-35.21,0
1786865487.3186865,-35.21,0
1786865487.335233,-35.21,0
1786865487.3601863,-35.20,0
1786865487.381522,-35.20,0
1786865487.4012651,-35.20,0
1786865487.4178894,-35.19,0
1786865487.4440024,-35.19,0
1786865487.4592342,-35.19,0
1786865487.4843104,-35.19,0
1786865487.50063,-35.19,0
1786865487.5252445,-35.19,0
1786865487.5418775,-35.19,0
1786865487.5668058,-35.19,0
1786865487.5833752,-35.19,0
1786865487.5997832,-35.19,0
1786865487.6248028,-35.19,0
1786865487.6454313,-35.19,0
1786865487.6661656,-35.19,0
1786865487.6830137,-35.19,0
1786865487.7091005,-35.19,0
1786865487.7281218,-35.19,0
1786865487.75001,-35.19,0
1786865487.7660632,-35.19,0
1786865487.7916195,-35.19,0
1786865487.8068464,-35.19,0
