timestamp,headingDeg,encCountR,encCountL,wL,wF,wR
1789541725.117654,5.99,-1,0,2645,2883,2348
1789541725.138035,5.99,-1,0,2644,2883,2347
1789541725.1556919,5.99,-1,0,2643,2884,2347
1789541725.1740932,5.99,-1,0,2648,2880,2349
1789541725.1944883,6.00,-1,0,2644,2884,2346
1789541725.2157333,6.01,-1,0,2644,2883,2347
1789541725.2406564,6.01,-1,0,2644,2887,2349
1789541725.261238,6.02,-1,0,2644,2886,2347
1789541725.2784033,6.02,-1,0,2644,2884,2345
1789541725.2991273,6.02,-1,0,2644,2883,2345
1789541725.3230271,6.02,-1,0,2644,2883,2347
1789541725.3364468,6.02,-1,0,2645,2883,2348
1789541725.3639255,6.02,-1,0,2644,2883,2345
1789541725.3844137,6.02,-1,0,2645,2883,2347
1789541725.4047062,6.02,-1,0,2645,2883,2345
1789541725.4242349,6.02,-1,0,2644,2884,2345
1789541725.4449127,6.02,-1,0,2644,2883,2346
1789541725.4651914,6.02,-1,0,2645,2884,2344
1789541725.4865193,6.02,-1,0,2644,2884,2345
1789541725.5071154,6.03,-1,0,2644,2883,2349
1789541725.5283852,6.06,-1,0,2645,2887,2348
1789541725.5492558,6.08,-1,0,2645,2882,2347
1789541725.5631359,6.11,-1,0,2643,2885,2345
1789541725.5899925,6.12,-1,0,2643,2883,2346
1789541725.610845,6.12,-1,0,2644,2886,2347
1789541725.6315072,6.13,-1,0,2644,2884,2340
1789541725.6519191,6.13,-1,0,2644,2884,2349
1789541725.6700268,6.13,-1,0,2644,2883,2345
1789541725.6879284,6.14,-1,0,2644,2884,2345
1789541725.7132823,6.19,-1,0,2645,2885,2346
1789541725.7293837,6.22,-1,0,2644,2882,2345
1789541725.754368,6.24,-1,0,2644,2883,2345
1789541725.7712746,6.25,-1,0,2644,2884,2346
1789541725.795456,6.25,-1,0,2644,2884,2344
1789541725.8130848,6.24,-1,0,2644,2884,2344
1789541725.8365738,6.24,-1,0,2646,2884,2345
1789541725.857045,6.24,-1,0,2647,2883,2345
1789541725.877496,6.24,-1,0,2643,2884,2345
1789541725.8962872,6.25,-1,0,2644,2884,2346
1789541725.9171834,6.25,-1,0,2644,2883,2346
1789541725.9394147,6.25,-1,0,2643,2877,2346
1789541725.9593158,6.25,-1,0,2644,2885,2345
1789541725.9797404,6.24,-1,0,2645,2884,2345
1789541726.0005527,6.24,-1,0,2644,2884,2341
1789541726.0213304,6.23,-1,0,2644,2883,2346
1789541726.0420518,6.24,-1,0,2644,2883,2344
1789541726.0620973,6.24,-1,0,2646,2884,2345
1789541726.0827641,6.25,-1,0,2644,2883,2346
1789541726.103579,6.25,-1,0,2645,2883,2345
1789541726.1238303,6.25,-1,0,2644,2884,2342
1789541726.1393633,6.25,-1,0,2645,2883,2345
1789541726.1600518,6.25,-1,0,2644,2883,2345
1789541726.1856606,6.25,-1,0,2643,2885,2345
1789541726.2021468,6.23,-1,0,2643,2883,2344
1789541726.2268379,6.20,-1,0,2645,2884,2345
1789541726.2468874,6.17,-1,0,2643,2883,2345
1789541726.2679052,6.15,-1,0,2644,2883,2347
1789541726.2851555,6.14,-1,0,2644,2883,2345
1789541726.309017,6.13,-1,0,2644,2883,2348
1789541726.3268585,6.13,-1,0,2644,2884,2347
1789541726.3501587,6.13,-1,0,2645,2883,2345
1789541726.3685708,6.13,-1,0,2645,2884,2345
1789541726.391096,6.14,-1,0,2644,2883,2345
1789541726.4102473,6.15,-1,0,2645,2883,2345
1789541726.4308982,6.15,-1,0,2646,2881,2346
1789541726.4519885,6.15,-1,0,2644,2883,2343
1789541726.472615,6.15,-1,0,2644,2884,2345
1789541726.4933662,6.15,-1,0,2645,2883,2347
1789541726.514353,6.15,-1,0,2644,2883,2349
1789541726.5351384,6.15,-1,0,2645,2884,2346
1789541726.5550928,6.13,-1,0,2644,2883,2347
1789541726.5758646,6.11,-1,0,2644,2883,2346
1789541726.5968132,6.10,-1,0,2645,2883,2347
1789541726.6173563,6.09,-1,0,2644,2883,2345
1789541726.6324706,6.08,-1,0,2644,2884,2346
1789541726.6580906,6.08,-1,0,2644,2883,2346
1789541726.6741521,6.07,-1,0,2643,2887,2345
1789541726.6948123,6.04,-1,0,2643,2883,2344
1789541726.717688,6.04,-1,0,2644,2883,2345
1789541726.7364912,6.05,-1,0,2644,2885,2345
1789541726.7569716,6.05,-1,0,2644,2883,2345
1789541726.779003,6.04,-1,0,2632,2883,2345
1789541726.7988348,6.06,-1,0,2643,2883,2345
1789541726.8224418,6.10,-1,0,2644,2882,2347
1789541726.8406587,6.11,-1,0,2639,2883,2346
1789541726.863,6.12,-1,0,2632,2883,2345
1789541726.8822567,6.13,-1,0,2632,2883,2344
1789541726.9045413,6.13,-1,0,2632,2883,2345
1789541726.9250026,6.14,-1,0,2632,2883,2346
1789541726.944682,6.14,-1,0,2632,2884,2345
1789541726.9654868,6.15,-1,0,2632,2883,2345
1789541726.98697,6.15,-1,0,2632,2883,2346
1789541727.0072722,6.15,-1,0,2632,2884,2345
1789541727.0279353,6.15,-1,0,2632,2883,2345
1789541727.0480847,6.15,-1,0,2631,2883,2345
1789541727.0693052,6.17,-1,0,2633,2883,2344
1789541727.0897603,6.26,-1,0,2632,2882,2345
1789541727.1100464,6.37,-1,0,2632,2884,2346
1789541727.1311593,6.45,-1,0,2632,2882,2348
1789541727.1511471,6.47,-1,0,2632,2882,2344
1789541727.1672738,6.48,-1,0,2633,2885,2343
1789541727.1875706,6.49,-1,0,2633,2883,2344
1789541727.2128727,6.50,-1,0,2632,2883,2338
1789541727.2334034,6.51,-1,0,2632,2883,2340
1789541727.2534053,6.51,-1,0,2632,2882,2337
1789541727.2742233,6.51,-1,0,2632,2882,2338
1789541727.2946315,6.51,-1,0,2633,2882,2337
1789541727.313701,6.51,-1,0,2632,2882,2339
1789541727.3345132,6.51,-1,0,2634,2882,2340
1789541727.3546631,6.52,-1,0,2633,2876,2338
1789541727.3752632,6.52,-1,0,2633,2882,2338
1789541727.395613,6.52,-1,0,2632,2883,2338
1789541727.4182417,6.52,-1,0,2632,2881,2337
1789541727.4376912,6.52,-1,0,2630,2882,2334
1789541727.4585137,6.52,-1,0,2632,2883,2336
1789541727.4793549,6.52,-1,0,2632,2882,2337
1789541727.500008,6.52,-1,0,2632,2882,2340
1789541727.5210972,6.52,-1,0,2631,2883,2337
1789541727.54104,6.52,-1,0,2632,2882,2335
1789541727.562206,6.52,-1,0,2631,2883,2337
1789541727.5827017,6.53,-1,0,2632,2882,2337
1789541727.603072,6.54,-1,0,2633,2884,2339
1789541727.6182709,6.54,-1,0,2632,2883,2335
1789541727.6391072,6.54,-1,0,2632,2882,2336
