timestamp,headingDeg,encCountR,encCountL,wL,wF,wR
1789542400.416466,93.16,-4463,2019,2852,2914,2125
1789542400.4402971,93.12,-4463,2019,2855,2909,2125
1789542400.4586298,93.06,-4463,2019,2853,2914,2124
1789542400.4794977,92.96,-4463,2019,2853,2915,2125
1789542400.5021894,92.84,-4463,2019,2852,2915,2125
1789542400.521138,92.74,-4463,2019,2852,2915,2124
1789542400.5420277,92.63,-4463,2019,2852,2916,2126
1789542400.5637891,92.49,-4463,2019,2853,2915,2125
1789542400.5834868,92.28,-4463,2019,2852,2916,2124
1789542400.604522,92.02,-4463,2019,2852,2916,2121
1789542400.625215,91.65,-4463,2019,2856,2915,2121
1789542400.6452258,91.32,-4463,2019,2853,2919,2120
1789542400.6668031,90.98,-4463,2019,2852,2915,2120
1789542400.68692,90.71,-4463,2019,2852,2915,2120
1789542400.7082324,90.48,-4463,2019,2852,2915,2121
1789542400.7285068,90.23,-4463,2019,2852,2914,2121
1789542400.743746,90.00,-4463,2019,2852,2915,2122
1789542400.7693808,89.81,-4463,2019,2854,2915,2120
1789542400.7895424,89.75,-4463,2019,2852,2916,2123
1789542400.8057563,89.71,-4463,2019,2852,2914,2127
1789542400.8310504,89.69,-4463,2019,2852,2913,2127
1789542400.8474917,89.68,-4463,2019,2852,2916,2123
1789542400.8716798,89.68,-4463,2019,2852,2916,2122
1789542400.8922565,89.68,-4463,2019,2852,2916,2124
1789542400.9125092,89.69,-4463,2019,2852,2916,2125
1789542400.9307053,89.70,-4463,2019,2852,2915,2124
1789542400.9507313,89.72,-4463,2019,2853,2915,2126
1789542400.9720535,89.73,-4463,2019,2865,2914,2126
1789542400.9932787,89.75,-4463,2019,2864,2915,2125
1789542401.0159006,89.74,-4463,2019,2864,2916,2125
1789542401.0350866,89.73,-4463,2019,2866,2916,2124
1789542401.0559056,89.72,-4463,2019,2864,2916,2122
1789542401.0765843,89.71,-4463,2019,2865,2915,2122
1789542401.0973473,89.71,-4463,2019,2852,2917,2124
1789542401.1180985,89.70,-4463,2019,2852,2916,2124
1789542401.1389606,89.69,-4463,2019,2852,2914,2124
1789542401.1590545,89.69,-4463,2019,2852,2914,2122
1789542401.180355,89.70,-4463,2019,2852,2917,2123
1789542401.2007244,89.69,-4463,2019,2865,2917,2123
1789542401.2213793,89.70,-4463,2019,2864,2916,2123
1789542401.236314,89.69,-4463,2019,2864,2917,2124
1789542401.262,89.70,-4463,2019,2863,2916,2124
1789542401.2781029,89.69,-4463,2019,2864,2915,2128
1789542401.303534,89.69,-4463,2019,2864,2915,2125
1789542401.3195016,89.67,-4463,2019,2863,2917,2124
1789542401.3439882,89.66,-4463,2019,2852,2916,2123
1789542401.3614838,89.65,-4463,2019,2853,2917,2124
1789542401.385358,89.64,-4463,2019,2852,2915,2121
1789542401.4028952,89.63,-4463,2019,2852,2917,2124
1789542401.4236622,89.62,-4463,2019,2853,2916,2122
1789542401.4437153,89.61,-4463,2019,2853,2916,2122
1789542401.4673629,89.61,-4463,2019,2852,2916,2122
1789542401.486275,89.62,-4463,2019,2853,2915,2122
1789542401.5061746,89.62,-4463,2019,2852,2915,2122
1789542401.5288498,89.62,-4463,2019,2852,2917,2122
1789542401.5487618,89.62,-4463,2019,2853,2917,2122
1789542401.569003,89.61,-4463,2019,2853,2917,2116
1789542401.5904243,89.61,-4463,2019,2853,2915,2123
1789542401.6112385,89.60,-4463,2019,2854,2917,2125
1789542401.6320064,89.59,-4463,2019,2853,2917,2122
1789542401.6520076,89.59,-4463,2019,2852,2915,2121
1789542401.6735544,89.59,-4463,2019,2852,2917,2121
1789542401.6875944,89.59,-4463,2019,2852,2916,2121
1789542401.7084289,89.59,-4463,2019,2852,2916,2123
1789542401.735112,89.59,-4463,2019,2853,2917,2122
1789542401.7549858,89.60,-4463,2019,2852,2917,2122
1789542401.7737765,89.60,-4463,2019,2853,2915,2122
1789542401.796489,89.59,-4463,2019,2852,2917,2122
1789542401.8128142,89.59,-4463,2019,2852,2916,2123
1789542401.8376782,89.58,-4463,2019,2853,2916,2121
1789542401.8540611,89.58,-4463,2019,2852,2916,2122
1789542401.878295,89.58,-4463,2019,2853,2911,2123
1789542401.8991425,89.58,-4463,2019,2853,2916,2125
1789542401.9187534,89.58,-4463,2019,2852,2917,2121
1789542401.9382808,89.58,-4463,2019,2839,2915,2121
1789542401.9595585,89.58,-4463,2019,2840,2911,2122
1789542401.9809058,89.59,-4463,2019,2853,2916,2122
1789542401.9999385,89.60,-4463,2019,2853,2916,2122
1789542402.0208032,89.61,-4463,2019,2840,2916,2122
1789542402.0422592,89.62,-4463,2019,2841,2917,2122
1789542402.06239,89.62,-4463,2019,2843,2917,2122
1789542402.0833454,89.63,-4463,2019,2840,2916,2121
1789542402.1041913,89.64,-4463,2019,2841,2916,2121
1789542402.124967,89.66,-4463,2019,2841,2916,2124
1789542402.1456404,89.65,-4463,2019,2841,2915,2122
1789542402.1657705,89.68,-4463,2019,2841,2917,2121
1789542402.1870444,89.69,-4463,2019,2840,2916,2121
1789542402.2073085,89.69,-4463,2019,2840,2916,2124
1789542402.2274761,89.69,-4463,2019,2839,2916,2121
1789542402.243087,89.68,-4463,2019,2852,2917,2121
1789542402.2685692,89.68,-4463,2019,2840,2917,2123
1789542402.2845347,89.68,-4463,2019,2841,2916,2122
1789542402.3097124,89.67,-4463,2019,2840,2918,2122
1789542402.326309,89.67,-4463,2019,2851,2915,2122
1789542402.3506637,89.67,-4463,2019,2841,2917,2121
1789542402.3678865,89.67,-4463,2019,2840,2917,2121
1789542402.3915174,89.67,-4463,2019,2841,2916,2124
1789542402.409939,89.67,-4463,2019,2840,2917,2122
1789542402.4329536,89.66,-4463,2019,2852,2915,2122
1789542402.4512095,89.67,-4463,2019,2840,2916,2123
1789542402.4720461,89.67,-4463,2019,2852,2916,2125
1789542402.494302,89.66,-4463,2019,2852,2916,2122
1789542402.5153968,89.66,-4463,2019,2852,2914,2121
1789542402.534684,89.66,-4463,2019,2852,2916,2121
