timestamp,whisker
1789352828.5425253,2453
1789352828.5425253,2452
1789352828.5425253,2455
1789352828.5700133,2447
1789352828.5869915,2457
1789352828.6060753,2454
1789352828.6288557,2453
1789352828.6491501,2455
1789352828.6708572,2457
1789352828.6906123,2454
1789352828.7102706,2455
1789352828.7300196,2453
1789352828.7508445,2450
1789352828.7707796,2455
1789352828.7866037,2452
1789352828.8104746,2440
1789352828.8283174,2454
1789352828.8501594,2455
1789352828.8699763,2449
1789352828.8906596,2455
1789352828.911017,2451
1789352828.9252849,2453
1789352828.9504144,2452
1789352828.9694457,2451
1789352828.989953,2455
1789352829.0109916,2443
1789352829.0297666,2459
1789352829.0503688,2455
1789352829.0703895,2454
1789352829.0911,2458
1789352829.106109,2455
1789352829.1311004,2451
1789352829.150716,2455
1789352829.1713016,2450
1789352829.1893396,2454
1789352829.2111301,2455
1789352829.230977,2455
1789352829.2508225,2455
1789352829.2665908,2455
1789352829.2865796,2457
1789352829.3068554,2455
1789352829.3281655,2458
1789352829.3509643,2456
1789352829.362107,2455
1789352829.390804,2449
1789352829.3968039,2457
1789352829.431474,2454
1789352829.4385605,2455
1789352829.471068,2458
1789352829.4913867,2455
1789352829.5116405,2457
1789352829.5309975,2456
1789352829.5503368,2453
1789352829.5705218,2453
1789352829.5917652,2455
1789352829.6087022,2454
1789352829.6313503,2454
1789352829.6476934,2455
1789352829.6692526,2454
1789352829.6900334,2460
1789352829.7104688,2454
1789352829.7308567,2457
1789352829.751085,2464
1789352829.7716002,2454
1789352829.791841,2454
1789352829.808079,2458
1789352829.8290863,2455
1789352829.8519495,2450
1789352829.872206,2453
1789352829.892558,2454
1789352829.9104042,2455
1789352829.9313052,2454
1789352829.9520333,2457
1789352829.9676974,2455
1789352829.9877136,2455
1789352830.008583,2458
1789352830.0299509,2456
1789352830.05016,2454
1789352830.0707114,2456
1789352830.0920043,2456
1789352830.1121583,2453
1789352830.1270945,2452
1789352830.1470578,2454
1789352830.1718798,2456
1789352830.1893866,2459
1789352830.211414,2453
1789352830.2315023,2449
1789352830.2519183,2455
1789352830.272178,2451
1789352830.2923398,2453
1789352830.3092687,2456
1789352830.3282607,2456
1789352830.349607,2462
1789352830.370222,2453
1789352830.3908107,2454
1789352830.4117248,2455
1789352830.431747,2454
1789352830.4526622,2456
1789352830.4668722,2458
1789352830.4888916,2456
1789352830.5117958,2456
1789352830.5315897,2454
1789352830.5631886,2460
1789352830.572158,2458
1789352830.5924888,2450
1789352830.6121037,2463
1789352830.632786,2454
1789352830.6516798,2457
1789352830.672851,2451
1789352830.6889086,2454
1789352830.712847,2456
1789352830.7307386,2473
1789352830.7528088,2456
1789352830.7725832,2452
1789352830.7929065,2455
1789352830.813077,2454
1789352830.8272357,2458
1789352830.8529098,2455
1789352830.8729339,2454
1789352830.892691,2458
1789352830.9127636,2451
1789352830.9331276,2461
1789352830.9522214,2456
