timestamp,whisker
1789351250.556384,2408
1789351250.5569084,2411
1789351250.571253,2406
1789351250.5908725,2410
1789351250.6106887,2410
1789351250.6309445,2410
1789351250.650825,2404
1789351250.6713915,2410
1789351250.6913276,2411
1789351250.7112951,2410
1789351250.7312574,2409
1789351250.7514136,2410
1789351250.771435,2413
1789351250.7907526,2407
1789351250.809973,2412
1789351250.8313973,2414
1789351250.8511772,2409
1789351250.870991,2406
1789351250.891086,2413
1789351250.91117,2410
1789351250.9314396,2411
1789351250.9515085,2411
1789351250.9712346,2410
1789351250.9915385,2411
1789351251.0116704,2409
1789351251.0316527,2412
1789351251.0513868,2412
1789351251.0716815,2411
1789351251.091611,2414
1789351251.1112454,2406
1789351251.131583,2411
1789351251.1513789,2411
1789351251.1721148,2409
1789351251.1916933,2410
1789351251.2113817,2411
1789351251.2315857,2407
1789351251.2516131,2410
1789351251.2713082,2405
1789351251.2913318,2408
1789351251.31142,2409
1789351251.331553,2411
1789351251.3516312,2409
1789351251.3718488,2408
1789351251.3919592,2405
1789351251.4116175,2410
1789351251.4316385,2410
1789351251.4517405,2411
1789351251.47184,2412
1789351251.4919503,2410
1789351251.5118015,2409
1789351251.5320308,2411
1789351251.5523632,2417
1789351251.5720873,2410
1789351251.592162,2412
1789351251.6120245,2407
1789351251.6321125,2411
1789351251.6518617,2411
1789351251.6722493,2407
1789351251.692223,2413
1789351251.7117283,2412
1789351251.7324507,2411
1789351251.752137,2412
1789351251.771545,2410
1789351251.7923346,2409
1789351251.812101,2411
1789351251.832666,2409
1789351251.852322,2408
1789351251.872157,2412
1789351251.892556,2414
1789351251.9121046,2409
1789351251.9320762,2409
1789351251.9523447,2409
1789351251.972584,2410
1789351251.991018,2410
1789351252.0121622,2410
1789351252.0323894,2424
1789351252.0528846,2410
1789351252.0725791,2417
1789351252.0927422,2408
1789351252.1125631,2409
1789351252.1326683,2426
1789351252.153014,2409
1789351252.1723385,2410
1789351252.192498,2403
1789351252.2123742,2413
1789351252.232575,2401
1789351252.2527437,2408
1789351252.2726226,2409
1789351252.2927032,2411
1789351252.312492,2410
1789351252.332612,2410
1789351252.3527822,2411
1789351252.3728058,2410
1789351252.3928888,2409
1789351252.4131932,2409
1789351252.4332001,2411
1789351252.4529963,2414
1789351252.4729233,2414
1789351252.4929209,2411
1789351252.5130057,2412
1789351252.5323954,2412
1789351252.5531185,2408
1789351252.572772,2409
1789351252.5931191,2411
