timestamp,whiskerL,whiskerF,whiskerR
1789539172.5356226,2611,2353,2556
1789539172.59749,2633,2352,2554
1789539172.6469631,2658,2352,2556
1789539172.695384,2693,2353,2556
1789539172.7368474,2792,2352,2556
1789539172.794093,2901,2352,2555
1789539172.8468592,3193,2353,2555
1789539172.8897834,3290,2352,2557
1789539172.946841,3341,2352,2555
1789539172.9974217,3414,2347,2556
1789539173.0425642,3451,2353,2557
1789539173.0833752,3551,2354,2556
1789539173.1405158,3649,2352,2557
1789539173.1974988,3697,2352,2555
1789539173.2433665,3782,2353,2556
1789539173.2951858,3869,2352,2556
1789539173.3458102,3906,2350,2556
1789539173.3979313,3942,2353,2555
1789539173.445265,3991,2351,2556
1789539173.4950602,4065,2352,2557
1789539173.541738,4088,2353,2555
1789539173.5833356,4089,2353,2556
1789539173.6482327,4089,2352,2556
1789539173.6951976,4089,2352,2555
1789539173.7360103,4088,2353,2556
1789539173.7986429,4088,2352,2556
1789539173.8479757,4088,2352,2555
1789539173.8985631,4090,2352,2557
1789539173.9451444,4089,2353,2556
1789539173.9860997,4089,2352,2556
1789539174.0485182,4089,2354,2556
1789539174.0909467,4088,2351,2556
1789539174.148701,4090,2352,2557
1789539174.1950982,4088,2353,2556
1789539174.2359912,4088,2352,2556
1789539174.2984781,4088,2352,2556
1789539174.3409154,4088,2353,2558
1789539174.398652,4088,2353,2556
1789539174.445054,4089,2353,2556
1789539174.4858155,4089,2352,2557
1789539174.54225,4088,2353,2554
1789539174.58395,4088,2352,2555
1789539174.6493742,4089,2353,2556
1789539174.6870923,4088,2352,2556
1789539174.7496688,4084,2351,2556
1789539174.791253,4089,2353,2556
1789539174.8465204,4089,2352,2556
1789539174.888452,4088,2353,2555
1789539174.9459858,4088,2353,2556
1789539174.985727,4088,2353,2556
1789539175.048232,4088,2352,2555
1789539175.089844,4089,2353,2557
1789539175.1475554,4090,2353,2556
1789539175.187155,4089,2352,2556
1789539175.2425547,4088,2351,2556
1789539175.3002677,4089,2351,2556
1789539175.346705,4088,2352,2556
1789539175.3953252,4088,2352,2556
1789539175.4369714,4088,2351,2556
1789539175.4925146,4088,2353,2555
1789539175.5500336,4088,2352,2560
1789539175.5966473,4088,2353,2556
1789539175.6383476,4089,2352,2556
1789539175.7006292,4084,2352,2555
1789539175.749406,4088,2353,2556
1789539175.791072,4088,2352,2555
1789539175.8503366,4088,2353,2555
1789539175.888288,4088,2353,2555
1789539175.9507394,4088,2352,2555
1789539175.9923732,4088,2352,2556
1789539176.0498648,4088,2348,2556
1789539176.089918,4088,2353,2556
1789539176.1511235,3906,2351,2556
1789539176.200913,3672,2351,2556
1789539176.2504675,3341,2353,2556
1789539176.3012674,3108,2351,2556
1789539176.3394089,2974,2352,2557
1789539176.3951662,2974,2353,2559
1789539176.4517198,2936,2353,2556
1789539176.4923284,2827,2352,2556
1789539176.550559,2609,2353,2556
1789539176.601446,2560,2354,2556
1789539176.6381269,2559,2352,2556
1789539176.7025495,2559,2353,2556
1789539176.7492137,2560,2352,2555
1789539176.790833,2560,2352,2556
1789539176.8468046,2560,2352,2555
1789539176.888043,2560,2352,2556
1789539176.9440506,2560,2353,2556
1789539176.992295,2560,2352,2556
1789539177.0499737,2560,2352,2559
1789539177.0964327,2560,2353,2556
1789539177.1412256,2560,2353,2556
1789539177.2024903,2559,2350,2556
1789539177.249129,2560,2352,2556
1789539177.299919,2559,2352,2556
1789539177.3462996,2561,2353,2556
1789539177.3879616,2560,2352,2556
1789539177.4435234,2560,2353,2553
1789539177.4985971,2559,2352,2556
1789539177.5414548,2561,2353,2556
1789539177.603055,2583,2354,2555
1789539177.6517978,2584,2352,2555
1789539177.693458,2596,2352,2556
1789539177.7524288,2658,2348,2557
1789539177.7977524,2716,2352,2552
1789539177.8393047,2803,2351,2556
1789539177.9018433,2852,2351,2556
1789539177.9438117,2986,2353,2556
1789539178.0011723,3108,2352,2555
1789539178.047558,3256,2351,2556
1789539178.0898712,3392,2354,2556
1789539178.1539264,3513,2352,2555
1789539178.2011752,3672,2353,2556
1789539178.2429278,3845,2352,2556
1789539178.3046873,4027,2354,2556
1789539178.3534288,4084,2353,2556
1789539178.4044247,4088,2353,2556
1789539178.4533625,4089,2353,2556
1789539178.504384,4088,2352,2556
1789539178.554483,4089,2352,2556
1789539178.5963364,4089,2352,2556
1789539178.6545835,4088,2353,2556
1789539178.7045546,4088,2352,2556
1789539178.7501936,4085,2352,2556
1789539178.804469,4088,2353,2556
1789539178.8538787,4090,2352,2556
1789539178.8955605,4088,2352,2555
1789539178.9532142,4088,2353,2555
1789539179.0049512,4088,2351,2556
1789539179.0550668,4088,2348,2557
1789539179.1030538,4089,2353,2556
1789539179.154687,4089,2351,2556
1789539179.2051275,4089,2353,2555
1789539179.2417543,4089,2353,2555
1789539179.297354,4088,2352,2556
1789539179.354823,4089,2353,2556
1789539179.403827,4088,2353,2555
1789539179.451989,4085,2352,2556
1789539179.501547,4088,2351,2556
1789539179.5558398,4089,2352,2557
1789539179.6051848,4088,2353,2557
1789539179.6516352,4088,2352,2556
1789539179.693111,4089,2352,2555
1789539179.7552896,4089,2352,2555
1789539179.79027,4089,2352,2556
1789539179.845796,4088,2352,2556
1789539179.903435,4089,2353,2554
1789539179.9430523,4084,2352,2556
1789539180.0050843,4089,2353,2556
1789539180.0562851,4088,2353,2556
1789539180.09575,4088,2349,2556
1789539180.1563725,4088,2352,2556
1789539180.2051346,4088,2353,2556
1789539180.241554,4089,2352,2555
1789539180.3010445,4084,2353,2556
1789539180.354554,4027,2351,2557
1789539180.4067547,3599,2354,2556
1789539180.4563735,3219,2356,2555
1789539180.5055122,2974,2353,2556
1789539180.5471468,2924,2353,2555
1789539180.6048858,2923,2352,2554
1789539180.6511538,2924,2352,2557
1789539180.6998227,2841,2352,2556
1789539180.757247,2561,2355,2556
1789539180.7970636,2560,2353,2556
1789539180.8543618,2561,2352,2556
1789539180.8942773,2560,2352,2556
1789539180.9576435,2560,2352,2555
1789539181.0053184,2571,2351,2556
1789539181.0469387,2571,2350,2555
1789539181.104888,2570,2352,2556
1789539181.1511788,2572,2353,2556
1789539181.1994185,2558,2352,2556
1789539181.256979,2571,2352,2555
1789539181.29777,2559,2355,2556
1789539181.3546593,2571,2351,2557
1789539181.3941739,2571,2355,2556
1789539181.4566324,2571,2352,2556
1789539181.4982913,2571,2352,2556
1789539181.556044,2571,2353,2555
1789539181.595453,2571,2353,2556
1789539181.6510894,2571,2351,2556
1789539181.6927652,2572,2355,2555
1789539181.755223,2571,2354,2556
1789539181.805539,2571,2352,2556
1789539181.8454459,2571,2353,2558
1789539181.900997,2571,2352,2556
1789539181.9586194,2572,2353,2556
1789539181.9981453,2571,2352,2552
1789539182.057516,2572,2352,2556
1789539182.0954463,2571,2352,2556
1789539182.1579278,2572,2353,2555
1789539182.2088695,2572,2353,2555
1789539182.258884,2571,2356,2555
1789539182.3037024,2571,2352,2555
1789539182.3453257,2571,2353,2556
1789539182.400875,2572,2353,2556
1789539182.4586298,2559,2352,2555
1789539182.498538,2571,2351,2555
1789539182.5556982,2560,2351,2556
1789539182.595259,2572,2354,2555
1789539182.6508527,2571,2353,2555
1789539182.7095194,2571,2354,2558
1789539182.7559288,2571,2352,2556
1789539182.7975218,2571,2354,2556
1789539182.8598785,2571,2351,2556
1789539182.901765,2572,2352,2556
1789539182.9594269,2560,2352,2556
1789539183.0101104,2571,2353,2556
1789539183.0475245,2583,2353,2555
1789539183.1099684,2585,2352,2555
1789539183.1602263,2583,2351,2556
1789539183.2072227,2584,2353,2556
1789539183.2482853,2583,2355,2556
1789539183.3104558,2583,2354,2555
1789539183.3530426,2586,2352,2557
1789539183.410621,2596,2353,2556
1789539183.4606817,2657,2352,2556
1789539183.5050683,2778,2353,2556
1789539183.5471506,2901,2352,2557
1789539183.6099102,3170,2352,2555
1789539183.6597073,3390,2352,2555
1789539183.6993246,3512,2351,2556
1789539183.7604403,3636,2353,2555
1789539183.7969518,3722,2352,2555
1789539183.8594244,3868,2353,2556
1789539183.9005752,4004,2354,2556
1789539183.9586282,4089,2352,2556
1789539184.0111423,4088,2353,2555
1789539184.0537722,4088,2353,2555
1789539184.1113653,4084,2351,2556
1789539184.160911,4089,2352,2556
1789539184.1991343,4088,2352,2556
1789539184.261622,4088,2353,2558
1789539184.3037438,4088,2352,2555
1789539184.3613636,4089,2351,2556
1789539184.4079165,4089,2353,2555
1789539184.4495451,4088,2351,2556
1789539184.511925,4088,2352,2556
1789539184.561646,4088,2353,2551
1789539184.6023142,4089,2352,2556
1789539184.661949,4089,2352,2556
1789539184.706576,4088,2353,2555
1789539184.747652,4089,2351,2556
1789539184.811332,4090,2353,2556
1789539184.8608296,4088,2352,2560
1789539184.91222,4088,2352,2555
1789539184.9564447,4088,2352,2556
1789539184.997561,4088,2354,2556
1789539185.0536509,4088,2354,2555
1789539185.1111586,4088,2352,2556
1789539185.1626377,4088,2354,2558
1789539185.2062156,4088,2353,2556
1789539185.2472656,4090,2352,2556
1789539185.304057,4088,2353,2556
1789539185.3604498,4089,2352,2555
1789539185.4007783,4089,2352,2555
1789539185.4631946,4089,2352,2557
1789539185.5044692,4089,2352,2556
1789539185.5618455,4088,2353,2556
1789539185.6016626,4089,2353,2556
1789539185.65718,4089,2352,2556
1789539185.713688,4089,2347,2555
1789539185.754374,3918,2352,2555
1789539185.8119621,3685,2353,2555
1789539185.8515537,3476,2352,2556
1789539185.9137313,3230,2352,2555
1789539185.955773,3059,2353,2556
1789539186.0048106,2920,2353,2556
1789539186.0619662,2791,2352,2556
1789539186.1111922,2669,2352,2556
1789539186.163894,2571,2352,2556
1789539186.2131498,2573,2352,2556
1789539186.254295,2572,2353,2556
1789539186.3116145,2572,2353,2556
1789539186.3514526,2571,2352,2556
1789539186.4135897,2572,2353,2556
1789539186.4561925,2572,2353,2557
1789539186.5119975,2571,2351,2557
1789539186.5548832,2571,2351,2555
1789539186.6109376,2571,2352,2556
1789539186.6569855,2572,2352,2556
1789539186.6991723,2572,2352,2556
1789539186.7616243,2571,2352,2556
1789539186.802849,2572,2352,2555
1789539186.864858,2571,2355,2556
1789539186.9074812,2571,2351,2556
1789539186.9645078,2572,2353,2556
1789539187.004157,2571,2354,2556
1789539187.0651898,2571,2352,2556
1789539187.1084666,2571,2352,2556
1789539187.1508582,2571,2353,2556
1789539187.2153957,2571,2353,2555
1789539187.2549963,2568,2353,2556
1789539187.3127906,2571,2352,2558
1789539187.364824,2571,2348,2556
1789539187.4077961,2573,2352,2555
1789539187.465544,2574,2353,2556
1789539187.515937,2572,2351,2556
1789539187.565792,2571,2354,2556
1789539187.6091557,2572,2352,2556
1789539187.666017,2572,2352,2556
1789539187.7160292,2571,2353,2555
1789539187.754006,2571,2353,2556
1789539187.816132,2571,2353,2556
1789539187.8582187,2571,2353,2556
1789539187.9006958,2632,2352,2555
1789539187.966327,2865,2351,2557
1789539188.011791,3414,2352,2556
1789539188.065514,3955,2353,2555
1789539188.1159942,4089,2354,2556
1789539188.1653504,4090,2353,2557
1789539188.21318,4088,2352,2557
1789539188.2540903,4088,2353,2555
1789539188.3160403,4089,2352,2556
1789539188.3589997,4089,2352,2556
1789539188.416026,4085,2352,2556
1789539188.4631298,4089,2353,2558
1789539188.5045235,4089,2351,2557
1789539188.566316,4088,2352,2555
1789539188.6150596,4085,2352,2556
1789539188.6637785,4089,2353,2556
1789539188.705423,4089,2352,2555
1789539188.7678401,4085,2352,2556
1789539188.8164554,4088,2352,2555
1789539188.8581688,4089,2353,2555
1789539188.9159346,4088,2352,2556
1789539188.9676309,4089,2353,2556
1789539189.0110474,4089,2352,2555
1789539189.052857,4088,2352,2555
1789539189.1178076,4089,2352,2555
1789539189.167854,4088,2352,2557
1789539189.2053335,4089,2347,2555
1789539189.2673793,4089,2353,2556
1789539189.3102076,4088,2350,2556
1789539189.367246,4088,2354,2556
1789539189.4181888,4089,2353,2558
1789539189.4684706,4088,2351,2556
1789539189.517717,4089,2352,2556
1789539189.5682867,4089,2352,2556
1789539189.6178856,4088,2355,2556
1789539189.6572983,4088,2355,2557
1789539189.7050958,4089,2354,2556
1789539189.761442,4088,2355,2556
1789539189.81824,4089,2354,2555
1789539189.8586946,4088,2353,2556
1789539189.9188008,4088,2352,2552
1789539189.9686546,4088,2353,2556
1789539190.0158157,4088,2353,2556
1789539190.0689917,3859,2353,2556
1789539190.1155198,3084,2352,2556
1789539190.1572633,2560,2352,2556
1789539190.2189145,2549,2352,2555
1789539190.2675848,2547,2352,2556
1789539190.309944,2559,2352,2556
1789539190.3677552,2561,2352,2556
1789539190.4194,2561,2353,2555
1789539190.4621205,2563,2353,2557
1789539190.519492,2559,2352,2556
1789539190.5599022,2560,2351,2557
1789539190.6161056,2571,2351,2556
1789539190.6562712,2560,2355,2556
1789539190.7125528,2559,2352,2559
1789539190.7612529,2572,2352,2557
1789539190.819955,2570,2352,2556
1789539190.8654432,2572,2352,2556
1789539190.90686,2572,2352,2556
1789539190.969366,2560,2353,2557
1789539191.0174162,2560,2353,2556
1789539191.060288,2559,2352,2556
1789539191.117095,2560,2356,2556
1789539191.16325,2572,2352,2556
1789539191.2149138,2571,2353,2555
1789539191.2671502,2560,2352,2556
1789539191.310139,2560,2352,2557
1789539191.367344,2560,2352,2556
1789539191.420078,2560,2352,2556
1789539191.4707596,2559,2351,2555
1789539191.5180962,2560,2355,2556
1789539191.568692,2560,2353,2556
1789539191.6208537,2560,2352,2555
1789539191.669162,2560,2354,2556
1789539191.7054641,2560,2352,2556
1789539191.7710824,2572,2352,2556
1789539191.8206165,2561,2353,2556
1789539191.8652189,2559,2353,2556
1789539191.906898,2560,2353,2555
1789539191.9713562,2571,2350,2556
1789539192.0215404,2559,2354,2556
1789539192.0716004,2574,2351,2556
1789539192.1213148,2560,2355,2556
1789539192.1717799,2571,2352,2556
1789539192.2123978,2560,2352,2556
1789539192.2719626,2560,2351,2556
1789539192.3218017,2559,2353,2555
1789539192.372016,2571,2351,2554
1789539192.4136553,2572,2353,2556
1789539192.4720988,2571,2352,2555
1789539192.5101154,2560,2351,2556
1789539192.5721226,2559,2352,2556
1789539192.6149778,2571,2353,2555
1789539192.672146,2560,2352,2556
1789539192.7223597,2561,2353,2558
1789539192.772413,2560,2351,2556
1789539192.8092713,2560,2351,2557
1789539192.872325,2571,2352,2552
1789539192.9136493,2560,2352,2555
1789539192.9724076,2560,2352,2555
1789539193.0178137,2571,2352,2556
1789539193.0724988,2560,2353,2559
1789539193.108043,2560,2353,2556
1789539193.172687,2571,2352,2555
1789539193.219153,2572,2352,2556
1789539193.2727368,2572,2356,2555
1789539193.3163502,2560,2353,2555
1789539193.3735194,2560,2353,2555
1789539193.4204748,2571,2353,2556
1789539193.473241,2559,2352,2556
1789539193.5238988,2571,2352,2555
1789539193.5735543,2571,2352,2556
1789539193.6079507,2560,2352,2557
1789539193.673711,2559,2353,2556
1789539193.7181516,2560,2353,2556
1789539193.7737522,2561,2352,2556
1789539193.823206,2560,2353,2555
1789539193.8708818,2572,2352,2556
1789539193.912257,2560,2354,2556
1789539193.9680233,2571,2353,2556
1789539194.009665,2557,2352,2559
1789539194.065226,2559,2353,2556
1789539194.123454,2569,2352,2392
1789539194.1733947,2560,2355,2327
1789539194.2180076,2560,2352,2374
1789539194.2594614,2560,2355,2409
1789539194.315161,2561,2353,2435
1789539194.373334,2560,2353,2447
1789539194.4194324,2561,2352,2446
1789539194.4679677,2558,2352,2442
1789539194.523749,2560,2353,2438
1789539194.5651002,2572,2352,2433
1789539194.6229215,2572,2352,2430
1789539194.662545,2559,2352,2429
1789539194.7250144,2559,2352,2428
1789539194.774402,2559,2353,2428
1789539194.8153396,2571,2352,2429
1789539194.8755128,2559,2351,2428
1789539194.9244442,2559,2351,2429
1789539194.9754956,2559,2352,2428
1789539195.0252461,2560,2352,2428
1789539195.0755122,2571,2353,2428
1789539195.124779,2571,2353,2429
1789539195.1757436,2559,2352,2427
1789539195.225458,2560,2351,2427
1789539195.267004,2572,2354,2427
1789539195.3251252,2560,2353,2428
1789539195.375743,2559,2352,2427
1789539195.4201074,2560,2352,2428
1789539195.4617147,2560,2352,2428
1789539195.5258985,2572,2352,2428
1789539195.5728638,2559,2353,2428
1789539195.6234584,2571,2349,2427
1789539195.6757064,2571,2348,2428
1789539195.7177696,2560,2353,2428
1789539195.77622,2574,2351,2428
1789539195.8262727,2571,2353,2466
1789539195.8763955,2560,2353,2503
1789539195.9256732,2572,2353,2525
1789539195.976648,2571,2352,2543
1789539196.0267992,2572,2352,2561
1789539196.076622,2571,2353,2561
1789539196.114418,2571,2353,2562
1789539196.176783,2569,2352,2561
1789539196.2252657,2572,2352,2561
1789539196.2767856,2571,2352,2561
1789539196.3240712,2571,2352,2561
1789539196.3769715,2572,2353,2562
1789539196.4121344,2571,2355,2564
1789539196.4772813,2572,2353,2562
1789539196.5262094,2571,2352,2562
1789539196.5772555,2561,2349,2562
1789539196.621273,2571,2352,2560
1789539196.677401,2563,2353,2561
1789539196.7273595,2571,2352,2561
1789539196.7775214,2560,2352,2560
1789539196.827531,2560,2353,2557
1789539196.8777432,2571,2352,2561
1789539196.912892,2559,2351,2561
1789539196.9777148,2575,2353,2561
1789539197.017012,2571,2350,2561
1789539197.0778618,2560,2353,2564
1789539197.1211672,2560,2353,2561
1789539197.1779456,2571,2353,2560
1789539197.22454,2571,2348,2561
1789539197.278073,2571,2351,2560
1789539197.3283308,2560,2352,2561
1789539197.3783643,2560,2354,2561
1789539197.4197292,2571,2353,2559
1789539197.4783225,2572,2353,2561
1789539197.5284445,2562,2353,2560
1789539197.572452,2566,2352,2560
1789539197.614137,2572,2353,2559
1789539197.6786857,2560,2352,2560
1789539197.717496,2572,2353,2559
1789539197.7786663,2572,2351,2493
1789539197.8280625,2572,2354,2301
1789539197.8788507,2559,2353,2345
1789539197.928706,2571,2353,2383
1789539197.9789364,2571,2352,2406
1789539198.028686,2560,2354,2420
1789539198.0722096,2572,2352,2425
1789539198.129114,2571,2354,2422
1789539198.179329,2572,2352,2420
1789539198.2173123,2571,2352,2417
1789539198.279375,2571,2352,2416
1789539198.3144605,2562,2352,2415
1789539198.3795805,2561,2353,2414
1789539198.4273987,2560,2355,2416
1789539198.4671617,2572,2353,2415
1789539198.5226665,2571,2352,2416
1789539198.5643382,2560,2351,2416
1789539198.619893,2559,2352,2416
1789539198.6777375,2560,2353,2417
1789539198.7243662,2571,2352,2416
1789539198.7749634,2560,2352,2416
1789539198.8212812,2571,2352,2418
1789539198.8791058,2560,2353,2416
1789539198.9253776,2558,2353,2416
1789539198.9670916,2560,2353,2457
1789539199.0226038,2560,2352,2524
1789539199.0800228,2574,2352,2557
1789539199.1198566,2571,2352,2560
1789539199.1794317,2559,2353,2562
1789539199.2297695,2572,2353,2562
1789539199.279519,2560,2352,2562
1789539199.321205,2555,2352,2561
1789539199.3792698,2561,2353,2563
1789539199.43027,2559,2353,2561
1789539199.4739037,2571,2353,2562
1789539199.5155454,2560,2352,2564
1789539199.5711372,2572,2353,2561
1789539199.6285439,2572,2352,2561
1789539199.6682935,2571,2354,2561
1789539199.731118,2572,2353,2561
1789539199.7724926,2559,2352,2564
1789539199.8313544,2559,2352,2560
1789539199.8696666,2571,2354,2563
1789539199.9311533,2560,2352,2561
1789539199.974037,2562,2352,2559
1789539200.031348,2561,2353,2561
1789539200.0779676,2560,2352,2561
1789539200.1196406,2559,2352,2561
1789539200.175116,2571,2352,2560
1789539200.2242744,2572,2352,2561
1789539200.2790515,2572,2352,2560
1789539200.3209982,2571,2352,2560
1789539200.376604,2572,2352,2559
1789539200.418132,2571,2353,2560
1789539200.4742117,2571,2353,2560
1789539200.5310922,2572,2353,2560
1789539200.5709076,2560,2352,2557
1789539200.632441,2571,2352,2562
1789539200.6750991,2571,2352,2558
1789539200.7237983,2572,2356,2560
1789539200.7792523,2559,2352,2557
1789539200.8284585,2571,2353,2561
1789539200.8701334,2561,2354,2561
1789539200.932941,2560,2352,2560
1789539200.9805412,2571,2352,2561
1789539201.0221832,2567,2351,2560
1789539201.0778406,2571,2352,2560
1789539201.1194,2571,2352,2561
1789539201.174971,2571,2353,2561
1789539201.2327197,2574,2352,2561
1789539201.272476,2560,2353,2560
1789539201.3276947,2560,2352,2365
1789539201.3763256,2561,2352,2234
1789539201.4179327,2559,2355,2268
1789539201.474272,2571,2352,2298
1789539201.532235,2571,2352,2321
1789539201.5834744,2558,2353,2334
1789539201.6266007,2560,2353,2338
1789539201.6728761,2560,2352,2337
1789539201.7316554,2571,2356,2334
1789539201.7806866,2560,2352,2333
1789539201.8284914,2560,2353,2330
1789539201.8741307,2571,2353,2333
1789539201.9318507,2570,2353,2334
1789539201.9743798,2561,2353,2333
1789539202.0321238,2571,2353,2333
1789539202.084169,2559,2352,2334
1789539202.1264594,2560,2352,2333
1789539202.183382,2559,2352,2336
1789539202.2338147,2560,2355,2333
1789539202.2774804,2560,2353,2333
1789539202.3284767,2571,2351,2367
1789539202.3849733,2559,2352,2439
1789539202.432603,2560,2353,2493
1789539202.4789288,2560,2354,2560
1789539202.5319824,2571,2354,2562
1789539202.5840826,2571,2351,2561
1789539202.6269875,2560,2352,2562
1789539202.6848524,2571,2351,2562
1789539202.7345188,2560,2353,2562
1789539202.771906,2571,2351,2562
1789539202.8274848,2573,2352,2562
1789539202.8855705,2571,2350,2561
1789539202.9352956,2571,2352,2562
1789539202.9732409,2559,2354,2561
1789539203.0356743,2561,2353,2560
1789539203.0849345,2572,2353,2560
1789539203.1348224,2572,2353,2560
1789539203.1819456,2571,2353,2561
1789539203.2229514,2566,2353,2562
1789539203.2792475,2571,2351,2561
1789539203.3213363,2559,2352,2561
1789539203.3851318,2570,2353,2561
1789539203.4317758,2560,2353,2560
1789539203.4803069,2571,2352,2556
1789539203.5226824,2560,2352,2562
1789539203.5855324,2572,2352,2559
1789539203.6336505,2558,2352,2560
1789539203.67537,2560,2353,2563
1789539203.7317033,2560,2352,2561
1789539203.7816892,2571,2352,2560
1789539203.8351307,2571,2352,2561
1789539203.8759797,2559,2352,2552
1789539203.9330723,2560,2353,2267
1789539203.973966,2571,2352,2220
1789539204.0364153,2560,2351,2243
1789539204.0801907,2560,2352,2260
1789539204.1358278,2572,2353,2269
1789539204.1868653,2571,2353,2275
1789539204.2302377,2560,2352,2277
1789539204.2858832,2572,2353,2275
1789539204.3370085,2560,2354,2274
1789539204.387086,2571,2353,2275
1789539204.4370763,2572,2352,2275
1789539204.4801135,2571,2353,2272
1789539204.5370803,2572,2354,2275
1789539204.577991,2572,2352,2275
1789539204.6357765,2560,2352,2274
1789539204.687392,2560,2355,2274
1789539204.723104,2572,2348,2275
1789539204.7862859,2571,2352,2275
1789539204.8349345,2573,2353,2274
1789539204.8765016,2571,2353,2275
1789539204.9377983,2560,2353,2401
1789539204.9799867,2560,2352,2562
1789539205.0222988,2572,2352,2561
1789539205.0838995,2560,2351,2564
1789539205.1260672,2571,2353,2563
1789539205.18793,2572,2352,2560
1789539205.2371972,2571,2352,2565
1789539205.2884765,2572,2353,2561
1789539205.3383772,2560,2352,2562
1789539205.3883653,2572,2353,2561
1789539205.4240584,2571,2352,2561
1789539205.4809158,2571,2352,2562
1789539205.5376906,2571,2353,2561
1789539205.5886497,2560,2352,2561
1789539205.6330848,2572,2352,2562
1789539205.6750371,2560,2352,2561
1789539205.7388196,2560,2353,2560
1789539205.785907,2572,2353,2562
1789539205.8269734,2571,2356,2560
1789539205.888971,2559,2352,2561
1789539205.9339278,2571,2352,2560
1789539205.9891071,2560,2353,2561
1789539206.0360053,2559,2355,2561
1789539206.0769334,2572,2352,2561
1789539206.1387868,2567,2353,2559
1789539206.1813347,2559,2353,2561
1789539206.239473,2574,2352,2561
1789539206.2847512,2560,2353,2562
1789539206.3275502,2561,2352,2561
1789539206.388884,2571,2352,2561
1789539206.43212,2572,2353,2560
1789539206.4888399,2571,2352,2562
1789539206.5359561,2560,2352,2561
1789539206.5838482,2560,2352,2560
1789539206.625974,2560,2351,2561
1789539206.6881528,2571,2352,2560
1789539206.729663,2571,2351,2561
1789539206.7880907,2572,2353,2560
1789539206.8340454,2560,2353,2561
1789539206.8761752,2562,2352,2561
1789539206.9403596,2572,2352,2560
1789539206.9796066,2571,2353,2561
1789539207.0380366,2571,2353,2561
1789539207.0845106,2561,2352,2561
1789539207.1259115,2560,2352,2560
1789539207.1886275,2571,2352,2560
1789539207.2294252,2560,2353,2559
1789539207.2907777,2571,2352,2561
1789539207.340653,2560,2352,2561
1789539207.386768,2560,2353,2560
1789539207.4407399,2572,2351,2561
1789539207.4873261,2572,2352,2560
1789539207.528088,2570,2353,2560
1789539207.590585,2572,2352,2561
1789539207.639808,2560,2353,2560
1789539207.6815205,2561,2352,2561
1789539207.7295623,2571,2353,2562
1789539207.7915301,2558,2351,2561
1789539207.8405,2571,2352,2561
1789539207.8829632,2560,2353,2561
1789539207.9391925,2571,2351,2561
1789539207.9792154,2571,2352,2560
1789539208.04133,2572,2352,2561
1789539208.083545,2571,2354,2561
1789539208.1283834,2560,2352,2561
1789539208.1884608,2572,2352,2560
1789539208.2288,2561,2353,2561
1789539208.2848482,2572,2353,2561
1789539208.329483,2560,2353,2562
1789539208.38285,2572,2353,2560
1789539208.439155,2572,2352,2561
1789539208.480039,2559,2353,2561
1789539208.5417948,2560,2352,2560
1789539208.5910723,2571,2352,2561
1789539208.6425443,2559,2353,2561
1789539208.6918645,2560,2352,2560
1789539208.7420099,2572,2352,2561
1789539208.7921014,2572,2352,2561
1789539208.8335388,2561,2348,2561
1789539208.8912153,2571,2353,2561
1789539208.942288,2572,2353,2419
1789539208.985993,2560,2353,2298
1789539209.027622,2560,2352,2326
1789539209.0831916,2560,2352,2341
1789539209.1428328,2572,2353,2349
1789539209.1872876,2572,2354,2352
1789539209.229183,2555,2353,2350
1789539209.292743,2571,2351,2351
1789539209.340555,2572,2353,2349
1789539209.3820994,2558,2351,2348
1789539209.443091,2560,2353,2348
1789539209.4928014,2560,2352,2350
1789539209.5346937,2572,2352,2346
1789539209.5920792,2561,2352,2348
1789539209.6316524,2559,2352,2349
1789539209.693151,2570,2353,2349
1789539209.7364056,2560,2354,2349
1789539209.793915,2561,2354,2348
1789539209.8399332,2560,2352,2349
1789539209.8906293,2571,2351,2349
1789539209.94347,2560,2352,2350
1789539209.9926882,2558,2353,2349
1789539210.0344288,2559,2353,2349
1789539210.0924685,2561,2352,2351
1789539210.138883,2560,2353,2349
1789539210.1801503,2559,2355,2348
1789539210.235723,2561,2352,2349
1789539210.2932258,2560,2352,2367
1789539210.3404493,2560,2353,2438
1789539210.3884196,2560,2352,2510
1789539210.430073,2559,2353,2562
1789539210.4856453,2572,2352,2563
1789539210.5437481,2572,2355,2563
1789539210.590194,2572,2352,2565
1789539210.6320546,2572,2353,2564
1789539210.6942253,2572,2352,2564
1789539210.743333,2572,2356,2563
1789539210.7846658,2560,2353,2563
1789539210.8398561,2571,2353,2564
1789539210.8846245,2570,2354,2563
1789539210.9413784,2560,2351,2561
1789539210.9949732,2572,2353,2561
1789539211.0449965,2561,2352,2563
1789539211.0897229,2571,2352,2562
1789539211.1422272,2571,2352,2562
1789539211.186912,2571,2348,2562
1789539211.2450314,2574,2352,2562
1789539211.2915173,2572,2352,2562
1789539211.342709,2559,2352,2562
1789539211.3882854,2560,2352,2562
1789539211.4372861,2560,2352,2561
1789539211.4948926,2575,2352,2546
1789539211.5458822,2571,2353,2532
1789539211.5899494,2560,2356,2519
1789539211.631667,2572,2352,2511
1789539211.693747,2560,2352,2507
1789539211.7438374,2571,2353,2497
1789539211.7934437,2560,2354,2488
1789539211.8458695,2560,2352,2480
1789539211.8891006,2561,2353,2470
1789539211.9444058,2571,2352,2456
1789539211.9861941,2561,2353,2444
