timestamp,whiskerL,whiskerF,whiskerR
1789539121.2319453,2547,2481,2556
1789539121.2749355,2546,2481,2555
1789539121.3303423,2545,2481,2556
1789539121.3720727,2547,2480,2556
1789539121.4298594,2547,2480,2555
1789539121.481899,2547,2480,2556
1789539121.5239844,2546,2481,2556
1789539121.5829663,2546,2481,2552
1789539121.6325123,2547,2480,2556
1789539121.676943,2548,2482,2555
1789539121.7191844,2542,2481,2555
1789539121.7826805,2546,2480,2557
1789539121.8296256,2546,2480,2556
1789539121.8788774,2546,2531,2555
1789539121.9205773,2546,2608,2557
1789539121.9831424,2547,2679,2556
1789539122.0329509,2546,2757,2556
1789539122.0803037,2547,2829,2556
1789539122.1304162,2546,2865,2556
1789539122.1831605,2547,2863,2556
1789539122.225445,2547,2862,2559
1789539122.2677748,2547,2863,2559
1789539122.3301814,2546,2864,2556
1789539122.3709862,2546,2863,2556
1789539122.4330773,2546,2863,2556
1789539122.4760325,2547,2863,2556
1789539122.5336733,2546,2863,2556
1789539122.5836952,2546,2863,2555
1789539122.6288233,2546,2862,2556
1789539122.6704693,2546,2862,2556
1789539122.7338457,2546,2862,2556
1789539122.781531,2547,2863,2556
1789539122.8231423,2546,2863,2556
1789539122.879982,2547,2863,2556
1789539122.9273686,2546,2862,2556
1789539122.984346,2546,2863,2556
1789539123.034272,2547,2863,2555
1789539123.0793536,2547,2863,2557
1789539123.1210468,2546,2862,2556
1789539123.184561,2546,2862,2556
1789539123.2327824,2547,2862,2556
1789539123.2822175,2547,2863,2551
1789539123.329269,2547,2862,2556
1789539123.378673,2547,2863,2557
1789539123.4195924,2548,2862,2557
1789539123.4821067,2546,2863,2555
1789539123.5244203,2546,2862,2556
1789539123.5822341,2547,2865,2556
1789539123.6342633,2547,2863,2556
1789539123.6702619,2546,2864,2556
1789539123.735153,2546,2863,2556
1789539123.7804348,2547,2855,2556
1789539123.829899,2547,2850,2558
1789539123.8785381,2549,2843,2556
1789539123.9202278,2547,2835,2555
1789539123.982709,2547,2825,2558
1789539124.0243742,2546,2810,2555
1789539124.0860806,2547,2799,2556
1789539124.128301,2546,2783,2555
1789539124.184772,2546,2759,2557
1789539124.2249315,2546,2730,2555
1789539124.2743347,2547,2699,2556
1789539124.3355155,2547,2661,2557
1789539124.37848,2547,2622,2555
1789539124.436033,2546,2582,2556
1789539124.4856594,2546,2536,2556
1789539124.53124,2547,2487,2556
1789539124.5798254,2546,2441,2555
1789539124.6260908,2546,2399,2555
1789539124.686376,2547,2356,2556
1789539124.7317622,2546,2315,2556
1789539124.7741573,2547,2276,2556
1789539124.836049,2547,2243,2556
1789539124.8777244,2547,2219,2557
1789539124.9354148,2548,2205,2555
1789539124.9867167,2546,2206,2556
1789539125.0369198,2547,2206,2555
1789539125.0788705,2546,2207,2556
1789539125.1355252,2547,2208,2556
1789539125.1836436,2546,2205,2556
1789539125.2300272,2546,2206,2555
1789539125.2873595,2546,2206,2558
1789539125.335822,2546,2206,2556
1789539125.3781278,2546,2205,2556
1789539125.43537,2546,2205,2557
1789539125.48737,2546,2206,2556
1789539125.5309727,2546,2205,2556
1789539125.5795834,2547,2206,2556
1789539125.6373596,2547,2205,2557
1789539125.6876643,2546,2206,2555
1789539125.7320406,2547,2205,2555
1789539125.7727349,2547,2205,2556
1789539125.8340936,2546,2205,2556
1789539125.8858986,2546,2206,2555
1789539125.926757,2547,2205,2556
1789539125.9885745,2546,2205,2557
1789539126.0371037,2547,2205,2557
1789539126.0855162,2547,2205,2555
1789539126.1273923,2547,2207,2556
1789539126.1858432,2547,2207,2555
1789539126.238113,2547,2203,2557
1789539126.2808373,2546,2206,2556
1789539126.3384554,2546,2208,2556
1789539126.3882189,2546,2207,2556
1789539126.4373322,2546,2205,2556
1789539126.4752991,2547,2206,2556
1789539126.5386617,2547,2206,2556
1789539126.5863476,2548,2234,2556
1789539126.6388597,2547,2291,2556
1789539126.6760285,2546,2377,2555
1789539126.7383733,2546,2485,2559
1789539126.7870374,2547,2596,2556
1789539126.83831,2547,2693,2556
1789539126.8863924,2546,2756,2556
1789539126.9391663,2547,2781,2555
1789539126.9821177,2546,2784,2556
1789539127.0393856,2547,2784,2555
1789539127.0853372,2546,2783,2556
1789539127.1394813,2545,2784,2556
1789539127.182706,2547,2784,2555
1789539127.2243774,2547,2784,2556
1789539127.2896104,2547,2782,2556
1789539127.3361967,2546,2784,2556
1789539127.377768,2547,2783,2556
1789539127.4395456,2547,2784,2555
1789539127.4882133,2546,2783,2556
1789539127.5306518,2546,2784,2556
1789539127.5883827,2547,2784,2555
1789539127.6400542,2547,2783,2555
1789539127.6754804,2547,2785,2556
1789539127.7313354,2546,2783,2556
1789539127.7896914,2546,2784,2556
1789539127.8353267,2546,2784,2556
1789539127.8844063,2546,2782,2557
1789539127.9261525,2547,2785,2558
1789539127.9898396,2548,2785,2556
1789539128.0365555,2546,2783,2555
1789539128.0781946,2546,2783,2556
1789539128.1402824,2547,2784,2557
1789539128.1763487,2547,2783,2556
1789539128.2379806,2547,2785,2552
1789539128.288193,2547,2786,2556
1789539128.3359468,2546,2784,2556
1789539128.3866365,2546,2782,2557
1789539128.4401293,2547,2782,2555
1789539128.4909747,2546,2785,2556
1789539128.537403,2547,2785,2555
1789539128.57892,2547,2784,2556
1789539128.6406407,2546,2782,2555
1789539128.6893184,2546,2785,2556
1789539128.730488,2547,2788,2556
1789539128.7910037,2549,2789,2556
1789539128.8415773,2546,2789,2556
1789539128.8775961,2547,2775,2557
1789539128.941751,2547,2727,2556
1789539128.9885921,2547,2688,2557
1789539129.030332,2547,2646,2556
1789539129.0921776,2546,2606,2555
1789539129.1412492,2546,2567,2556
1789539129.1829982,2546,2532,2557
1789539129.2398446,2547,2490,2556
1789539129.286519,2547,2451,2557
1789539129.3281744,2547,2417,2556
1789539129.392238,2547,2393,2556
1789539129.4391665,2543,2367,2556
1789539129.480913,2546,2344,2555
1789539129.5393906,2546,2331,2555
1789539129.5857823,2546,2328,2556
1789539129.6407993,2547,2327,2556
1789539129.689896,2546,2329,2556
1789539129.7306364,2546,2328,2556
1789539129.793137,2546,2328,2557
1789539129.8357334,2547,2328,2553
1789539129.8773084,2546,2329,2556
1789539129.942998,2547,2328,2557
1789539129.9815319,2547,2329,2556
1789539130.0432045,2547,2328,2555
1789539130.0850048,2547,2328,2556
1789539130.1432357,2546,2328,2556
1789539130.1933274,2546,2327,2556
1789539130.2384512,2547,2328,2557
1789539130.2793617,2546,2328,2557
1789539130.342594,2546,2328,2556
1789539130.3842475,2547,2331,2555
1789539130.441938,2547,2328,2556
1789539130.487529,2547,2328,2556
1789539130.5300045,2547,2328,2555
1789539130.5938456,2546,2328,2556
1789539130.641127,2547,2328,2556
1789539130.691906,2546,2328,2555
1789539130.7439783,2546,2327,2556
1789539130.7868953,2547,2329,2555
1789539130.844625,2547,2329,2556
1789539130.8910553,2546,2328,2556
1789539130.9349847,2547,2327,2556
1789539130.9944317,2546,2328,2556
1789539131.04383,2547,2328,2557
1789539131.0854902,2546,2329,2555
1789539131.142713,2547,2327,2557
1789539131.1945863,2549,2327,2557
1789539131.2375858,2547,2328,2555
1789539131.2798374,2547,2328,2556
1789539131.3447993,2547,2328,2556
1789539131.3830605,2546,2328,2555
1789539131.4448655,2547,2327,2556
1789539131.4944112,2547,2329,2556
1789539131.536716,2547,2371,2556
1789539131.594517,2547,2516,2556
1789539131.6449678,2547,2630,2556
1789539131.6892955,2546,2715,2556
1789539131.7311416,2546,2788,2556
1789539131.7953315,2547,2843,2552
1789539131.842282,2547,2884,2556
1789539131.883132,2547,2911,2556
1789539131.9454453,2547,2911,2556
1789539131.9950395,2547,2911,2555
1789539132.035906,2547,2913,2556
1789539132.0944471,2546,2913,2556
1789539132.145782,2549,2913,2556
1789539132.181721,2546,2913,2555
1789539132.2449112,2547,2912,2555
1789539132.2859178,2547,2912,2556
1789539132.3432536,2546,2913,2556
1789539132.390021,2547,2913,2555
1789539132.431357,2546,2913,2557
1789539132.4873035,2547,2912,2556
1789539132.5452309,2546,2912,2556
1789539132.5963802,2546,2913,2557
1789539132.6407628,2546,2913,2555
1789539132.682155,2549,2912,2556
1789539132.7465825,2547,2913,2556
1789539132.7865574,2546,2912,2556
1789539132.844291,2547,2914,2555
1789539132.8963358,2546,2911,2555
1789539132.9385805,2547,2913,2555
1789539132.987177,2547,2912,2556
1789539133.0449421,2547,2913,2556
1789539133.0969794,2546,2912,2556
1789539133.140602,2545,2912,2556
1789539133.1822953,2546,2913,2557
1789539133.2468054,2547,2912,2556
1789539133.2864695,2548,2912,2555
1789539133.344682,2546,2911,2555
1789539133.3905983,2550,2911,2556
1789539133.4321752,2546,2913,2556
1789539133.4974895,2547,2913,2556
1789539133.5461526,2546,2913,2556
1789539133.5842001,2546,2913,2556
1789539133.647523,2546,2914,2556
1789539133.6951742,2546,2916,2556
1789539133.7368798,2547,2912,2556
1789539133.7947388,2546,2912,2556
1789539133.8475406,2547,2913,2556
1789539133.8903184,2546,2907,2555
1789539133.9477084,2548,2883,2556
1789539133.998113,2547,2851,2555
1789539134.048187,2546,2821,2555
1789539134.0918458,2547,2763,2556
1789539134.1332188,2547,2673,2557
1789539134.1983798,2547,2596,2556
1789539134.243886,2546,2534,2556
1789539134.2873743,2547,2492,2555
1789539134.3479047,2547,2447,2557
1789539134.389659,2547,2414,2555
1789539134.4470506,2546,2385,2556
1789539134.4933302,2545,2357,2556
1789539134.5354545,2546,2345,2555
1789539134.598649,2549,2323,2556
1789539134.6403024,2546,2308,2557
1789539134.6980944,2546,2292,2554
1789539134.7490652,2547,2283,2556
1789539134.7930124,2547,2284,2556
1789539134.8346636,2546,2283,2556
1789539134.8964872,2549,2294,2557
1789539134.9388995,2547,2297,2557
1789539134.996623,2546,2295,2556
1789539135.048696,2546,2291,2555
1789539135.0923269,2546,2298,2555
1789539135.1493409,2547,2296,2556
1789539135.1996286,2547,2297,2556
1789539135.2436686,2546,2296,2556
1789539135.2979164,2546,2296,2556
1789539135.3485377,2546,2296,2556
1789539135.3998272,2546,2298,2556
1789539135.4470665,2547,2296,2557
1789539135.4999754,2549,2296,2554
1789539135.542134,2549,2296,2556
1789539135.5845225,2547,2297,2556
1789539135.6470864,2546,2295,2556
1789539135.6964645,2546,2296,2555
1789539135.750483,2547,2295,2556
1789539135.7921598,2547,2295,2557
1789539135.8499467,2547,2296,2556
1789539135.9005258,2546,2296,2556
1789539135.9456596,2546,2297,2556
1789539135.9873157,2546,2296,2559
1789539136.0505648,2547,2296,2556
1789539136.1004212,2549,2296,2556
1789539136.1461847,2546,2295,2557
1789539136.2005873,2546,2295,2556
1789539136.243323,2546,2296,2558
1789539136.300967,2546,2295,2555
1789539136.3483493,2546,2296,2556
1789539136.389264,2547,2296,2555
1789539136.4517376,2547,2296,2556
1789539136.500574,2547,2296,2556
1789539136.5511985,2548,2296,2556
1789539136.6014516,2546,2296,2556
1789539136.6461325,2547,2296,2556
1789539136.6999373,2546,2322,2555
1789539136.7510917,2547,2487,2556
1789539136.792634,2546,2624,2556
1789539136.849763,2547,2746,2556
1789539136.9010339,2546,2845,2559
1789539136.9454503,2546,2906,2556
1789539136.9871097,2546,2919,2555
1789539137.0520062,2546,2919,2556
1789539137.1019216,2547,2919,2556
1789539137.139619,2547,2920,2556
1789539137.2010524,2547,2920,2558
1789539137.2433197,2546,2919,2556
1789539137.3017201,2546,2920,2555
1789539137.3520792,2546,2919,2556
1789539137.3967054,2547,2920,2556
1789539137.4384072,2546,2918,2556
1789539137.5023296,2547,2920,2556
1789539137.549431,2546,2922,2556
1789539137.5904114,2547,2920,2557
1789539137.6527276,2546,2919,2556
1789539137.7023444,2547,2919,2556
1789539137.7527368,2547,2919,2556
1789539137.7994423,2546,2919,2556
1789539137.8411071,2546,2919,2555
1789539137.902773,2547,2920,2556
1789539137.951333,2546,2919,2557
1789539137.9931548,2547,2919,2553
1789539138.051605,2547,2919,2556
1789539138.1032748,2546,2919,2556
1789539138.1457808,2547,2919,2556
1789539138.2032723,2547,2919,2555
1789539138.242897,2546,2921,2556
1789539138.2914789,2547,2919,2556
1789539138.3535912,2547,2919,2555
1789539138.3965535,2546,2917,2556
1789539138.45338,2547,2884,2555
1789539138.5003529,2547,2820,2556
1789539138.5515223,2547,2772,2556
1789539138.5978208,2547,2707,2557
1789539138.6395812,2546,2634,2556
1789539138.7020516,2547,2546,2554
1789539138.7528534,2549,2481,2554
1789539138.804221,2549,2430,2556
1789539138.8477788,2547,2380,2556
1789539138.9041195,2547,2330,2556
1789539138.9450614,2546,2279,2555
1789539139.0033095,2546,2236,2556
1789539139.0492163,2547,2214,2555
1789539139.0900385,2547,2214,2556
1789539139.1456695,2547,2214,2556
1789539139.204112,2547,2214,2556
