timestamp,whisker
1786774712.3436604,492
1786774712.3648973,492
1786774712.3816326,494
1786774712.4051387,492
1786774712.4233165,493
1786774712.4452252,495
1786774712.462495,492
1786774712.4852483,493
1786774712.5044804,493
1786774712.5242643,491
1786774712.5446782,492
1786774712.559555,493
1786774712.58335,492
1786774712.601187,494
1786774712.6216238,493
1786774712.6449902,493
1786774712.6648827,491
1786774712.6844597,496
1786774712.7053404,494
1786774712.725186,492
1786774712.7451801,492
1786774712.7608829,494
1786774712.785477,493
1786774712.8025463,492
1786774712.8253646,494
1786774712.84418,493
1786774712.8649511,494
1786774712.8852684,495
1786774712.9051666,494
1786774712.9217389,492
1786774712.9434094,491
1786774712.96304,491
1786774712.9841928,494
1786774713.0047114,493
1786774713.0256493,494
1786774713.0445669,493
1786774713.0654378,493
1786774713.0854774,491
1786774713.1011803,493
1786774713.1219628,494
1786774713.142721,493
1786774713.1633234,493
1786774713.1858153,490
1786774713.1976616,493
1786774713.2254736,492
1786774713.237785,492
1786774713.2659652,493
1786774713.2771475,494
1786774713.3059566,493
1786774713.3233588,493
1786774713.3457465,493
1786774713.3651998,494
1786774713.3858907,493
1786774713.4055364,491
1786774713.4206386,493
1786774713.4462621,492
1786774713.462333,493
1786774713.483135,494
1786774713.5041857,494
1786774713.5247428,490
1786774713.5456393,491
1786774713.565573,493
1786774713.5803502,492
1786774713.6012287,494
1786774713.6220775,493
1786774713.6435504,491
1786774713.6637084,493
1786774713.6845694,493
1786774713.705267,493
1786774713.7260952,493
1786774713.7460206,491
1786774713.760959,493
1786774713.7839983,493
1786774713.8025448,493
1786774713.8234239,492
1786774713.8443875,491
1786774713.865038,492
1786774713.8857222,492
1786774713.9056578,492
1786774713.9264452,490
1786774713.9456553,494
1786774713.9620566,493
1786774713.9863703,494
1786774714.0051289,492
1786774714.0254164,493
1786774714.046428,494
1786774714.0662253,493
1786774714.0860484,492
1786774714.1010876,493
1786774714.1258612,494
1786774714.1431022,492
1786774714.1635466,493
1786774714.1845543,493
1786774714.2066083,493
1786774714.2257853,492
1786774714.24585,493
1786774714.2667007,494
1786774714.2866025,494
1786774714.3039017,493
1786774714.3268492,494
1786774714.34398,493
1786774714.3668892,492
1786774714.3867512,492
1786774714.406204,492
1786774714.426869,494
1786774714.4405107,494
1786774714.4667628,494
1786774714.4869533,493
1786774714.503652,494
1786774714.5270362,493
1786774714.5469255,493
1786774714.566364,493
1786774714.5870163,491
1786774714.606816,493
1786774714.6267462,492
1786774714.642547,493
1786774714.6671574,496
1786774714.6871917,492
1786774714.7071555,493
1786774714.725924,491
1786774714.7465477,494
1786774714.7667727,493
1786774714.7813919,493
1786774714.8037593,492
1786774714.822296,493
1786774714.8428566,493
1786774714.8640747,492
1786774714.8865526,492
1786774714.906392,493
1786774714.9270964,494
1786774714.94738,494
1786774714.9618537,494
1786774714.9873884,493
1786774715.005049,494
1786774715.0275078,493
1786774715.0452037,492
1786774715.0672352,493
1786774715.087338,493
1786774715.1072042,492
1786774715.122903,495
1786774715.1476183,492
1786774715.163205,490
1786774715.1874635,491
1786774715.204929,493
1786774715.2255187,494
1786774715.2461374,491
1786774715.2675405,493
1786774715.2877512,492
1786774715.3069072,494
1786774715.325356,493
1786774715.3438244,488
1786774715.367867,493
1786774715.3854196,493
1786774715.4062517,492
1786774715.426898,493
1786774715.447087,495
1786774715.4676244,493
1786774715.4880385,492
1786774715.5078676,493
1786774715.5244308,494
1786774715.5477645,494
1786774715.5659091,494
1786774715.5879767,497
1786774715.6075335,493
1786774715.6276712,493
1786774715.6479454,492
1786774715.6638358,492
1786774715.688076,493
1786774715.7081232,491
1786774715.728194,493
1786774715.7465792,492
1786774715.7673974,496
1786774715.7879941,493
1786774715.8081496,493
1786774715.8225584,494
1786774715.84316,493
1786774715.8683405,493
1786774715.888295,488
1786774715.9077682,494
1786774715.9271274,493
1786774715.9482894,491
1786774715.9680717,492
1786774715.9883142,493
1786774716.0075214,494
1786774716.0242987,491
1786774716.0484488,494
1786774716.0680332,492
1786774716.0882602,493
1786774716.1083243,494
1786774716.1283064,491
1786774716.1480384,493
1786774716.1662714,493
1786774716.1883516,490
1786774716.2084677,492
1786774716.2253063,492
1786774716.2456803,495
1786774716.268274,493
1786774716.2881796,491
1786774716.3080664,492
1786774716.3286052,491
1786774716.343507,492
1786774716.3687768,503
1786774716.3887863,494
1786774716.4087493,492
1786774716.4287498,492
1786774716.447909,493
1786774716.4684534,494
1786774716.4885569,493
1786774716.5049083,493
1786774716.5236151,494
1786774716.548891,492
1786774716.5657132,493
1786774716.5865023,491
1786774716.6073024,493
1786774716.6281269,493
1786774716.6489644,492
1786774716.662815,493
1786774716.689017,493
1786774716.7089815,493
1786774716.7291424,492
1786774716.7463,494
1786774716.7687116,493
1786774716.7879598,492
1786774716.8088806,492
1786774716.828535,492
1786774716.8436072,493
1786774716.8691711,492
1786774716.8852572,495
1786774716.909269,494
1786774716.928511,494
1786774716.9491928,494
1786774716.9680133,493
1786774716.9890532,492
1786774717.0089364,493
1786774717.0268033,492
1786774717.0480814,492
1786774717.0656288,493
1786774717.089448,492
1786774717.1072857,493
1786774717.128273,495
1786774717.148739,491
1786774717.1694894,493
1786774717.1885457,493
1786774717.2060432,493
1786774717.2295566,493
1786774717.2461603,493
1786774717.2694786,494
1786774717.2877827,492
1786774717.308761,493
1786774717.3290322,492
1786774717.3495023,493
1786774717.3696313,492
1786774717.3850763,492
1786774717.4091883,492
1786774717.429796,493
1786774717.4497643,493
1786774717.4683404,491
1786774717.4892514,493
1786774717.5089936,493
1786774717.5298123,494
1786774717.5451787,493
1786774717.5650222,494
1786774717.5895617,493
1786774717.607236,492
1786774717.6280918,492
1786774717.6497216,492
1786774717.6694264,492
1786774717.6896276,494
1786774717.7099314,492
1786774717.7280931,494
1786774717.7500231,493
1786774717.7669237,493
1786774717.789356,494
1786774717.8083239,493
1786774717.8301084,493
1786774717.8494008,492
1786774717.870077,492
1786774717.8860624,493
1786774717.9101627,486
1786774717.9267027,493
1786774717.9496274,493
1786774717.9614313,492
1786774717.9896822,493
1786774718.009877,492
1786774718.0302832,493
1786774718.0502934,493
1786774718.0702343,493
1786774718.0871983,492
1786774718.1103795,491
1786774718.127933,492
1786774718.150502,491
1786774718.1697023,491
1786774718.1903632,494
1786774718.2041216,493
1786774718.230405,492
1786774718.2503982,492
1786774718.2672234,493
1786774718.2891822,494
1786774718.3101015,492
1786774718.3292346,493
1786774718.35017,492
1786774718.3698964,493
1786774718.3898563,491
1786774718.410256,492
1786774718.42657,493
1786774718.4506795,493
1786774718.468319,494
1786774718.4893994,491
1786774718.5098753,492
1786774718.530207,491
1786774718.5506785,493
1786774718.5706868,493
1786774718.586279,492
1786774718.610757,493
1786774718.6279087,493
1786774718.6508412,493
1786774718.6694899,492
1786774718.6902523,493
1786774718.7101972,492
1786774718.7250276,493
1786774718.7508643,493
