timestamp,whisker
1786775411.6901386,494
1786775411.7099957,494
1786775411.727798,494
1786775411.7496417,494
1786775411.7696779,494
1786775411.7894135,495
1786775411.807632,494
1786775411.8255215,493
1786775411.8458133,493
1786775411.8701565,498
1786775411.8901749,492
1786775411.9081032,491
1786775411.9295168,493
1786775411.950117,493
1786775411.9697735,491
1786775411.989748,492
1786775412.00926,494
1786775412.0265923,494
1786775412.0498402,494
1786775412.0701993,493
1786775412.088529,494
1786775412.1095786,493
1786775412.1302881,495
1786775412.1502619,494
1786775412.1649754,492
1786775412.1901765,493
1786775412.2102318,493
1786775412.229747,495
1786775412.2485244,492
1786775412.2703972,492
1786775412.2896147,493
1786775412.3100128,494
1786775412.3270528,490
1786775412.3465612,495
1786775412.3668962,493
1786775412.387977,494
1786775412.4099326,493
1786775412.430581,494
1786775412.449872,492
1786775412.4702623,494
1786775412.4905033,494
1786775412.5102427,492
1786775412.5302527,492
1786775412.5505912,494
1786775412.5602894,492
1786775412.5904427,493
1786775412.6100876,492
1786775412.6307085,494
1786775412.6502554,495
1786775412.6708255,491
1786775412.690684,494
1786775412.70724,489
1786775412.730893,495
1786775412.7486317,494
1786775412.770897,492
1786775412.790257,494
1786775412.8108766,494
1786775412.8307528,493
1786775412.8495228,493
1786775412.8702452,494
1786775412.887459,491
1786775412.9083052,492
1786775412.9291618,494
1786775412.9505239,493
1786775412.9707987,493
1786775412.9906237,493
1786775413.011369,493
1786775413.0264854,494
1786775413.0469952,494
1786775413.0705147,495
1786775413.0886707,493
1786775413.1110873,493
1786775413.1302748,495
1786775413.1511793,494
1786775413.170991,491
1786775413.1858869,494
1786775413.207477,492
1786775413.2312174,492
1786775413.248437,494
1786775413.269218,492
1786775413.2900655,493
1786775413.3108673,496
1786775413.330704,495
1786775413.348295,493
1786775413.368565,495
1786775413.387793,494
1786775413.4085941,492
1786775413.4298608,493
1786775413.4491942,495
1786775413.4705057,492
1786775413.4914124,491
1786775413.5112362,492
1786775413.529909,492
1786775413.5469666,494
1786775413.5676684,494
1786775413.5884612,496
1786775413.6092653,494
1786775413.6297965,495
1786775413.6509852,492
1786775413.6637607,492
1786775413.6915374,493
1786775413.7115426,492
1786775413.7273655,494
1786775413.7475467,494
1786775413.7717574,494
1786775413.7898123,493
1786775413.8106596,495
1786775413.830922,493
1786775413.8514345,494
1786775413.8714297,493
1786775413.887105,494
1786775413.9118543,493
1786775413.9286687,494
1786775413.9519155,493
1786775413.970408,495
1786775413.990608,493
1786775414.011901,493
1786775414.031834,495
1786775414.0468202,494
1786775414.071975,492
1786775414.0883353,494
1786775414.1115751,494
1786775414.1319065,494
1786775414.1508107,494
1786775414.172029,493
1786775414.1916387,495
1786775414.212158,493
1786775414.2320395,493
1786775414.2481349,493
1786775414.272203,492
1786775414.2896776,493
1786775414.3118954,493
1786775414.331164,493
1786775414.3521373,493
1786775414.3721488,493
1786775414.3921773,494
1786775414.4099426,494
1786775414.4314706,494
1786775414.4493353,494
1786775414.4700809,494
1786775414.4904366,494
1786775414.5119016,494
1786775414.5316572,494
1786775414.5467238,494
1786775414.5715039,492
1786775414.5884259,492
1786775414.6114805,493
