timestamp,whisker
1786774641.7632086,503
1786774641.784008,505
1786774641.8027604,505
1786774641.8234844,504
1786774641.8435133,504
1786774641.8639202,504
1786774641.882576,505
1786774641.9040976,503
1786774641.9210253,503
1786774641.9440947,504
1786774641.9622061,503
1786774641.9759724,505
1786774642.0041773,502
1786774642.0233924,503
1786774642.0407312,503
1786774642.0636525,505
1786774642.0803149,504
1786774642.103591,504
1786774642.1240604,503
1786774642.1426098,503
1786774642.1635175,504
1786774642.183558,504
1786774642.2041047,504
1786774642.2233868,500
1786774642.2417078,502
1786774642.260757,501
1786774642.2813427,503
1786774642.3036659,506
1786774642.3238502,505
1786774642.3442357,503
1786774642.3639326,504
1786774642.3814237,504
1786774642.4007154,504
1786774642.4213684,505
1786774642.442265,503
1786774642.4632316,504
1786774642.4834332,502
1786774642.503983,501
1786774642.524101,500
1786774642.544637,504
1786774642.5646195,503
1786774642.5842342,503
1786774642.6006846,506
1786774642.624178,502
1786774642.6427968,503
1786774642.6637335,503
1786774642.6844606,504
1786774642.7043998,502
1786774642.7247608,502
1786774642.7433217,503
1786774642.7648196,504
1786774642.781794,504
1786774642.8040452,503
1786774642.8234274,501
1786774642.8440816,503
1786774642.8649454,503
1786774642.8848343,505
1786774642.9048657,505
1786774642.9245105,503
1786774642.9434917,505
1786774642.9622557,505
1786774642.9830413,502
1786774643.0038831,504
1786774643.0247111,505
1786774643.0446343,506
1786774643.0593681,498
1786774643.0829105,504
1786774643.1009872,504
1786774643.1218982,504
1786774643.1442938,503
1786774643.1635363,505
1786774643.1843522,504
1786774643.2051425,505
1786774643.2249181,502
1786774643.244099,503
1786774643.2607172,504
1786774643.284274,503
1786774643.302446,503
1786774643.3232503,502
1786774643.344132,510
1786774643.3648694,504
1786774643.3852215,501
1786774643.400544,504
1786774643.421312,503
1786774643.444323,504
1786774643.4648237,505
1786774643.4832635,504
1786774643.503937,503
1786774643.525438,503
1786774643.545494,504
1786774643.5652094,505
1786774643.5801632,503
1786774643.6008832,504
1786774643.6220446,504
1786774643.6444442,504
1786774643.6652796,504
1786774643.6842685,504
1786774643.7044637,504
1786774643.7249398,506
1786774643.745555,502
1786774643.7604487,501
1786774643.7849708,503
1786774643.8021076,503
1786774643.8257458,506
1786774643.8437207,503
1786774643.8649879,500
1786774643.885454,502
1786774643.905769,504
1786774643.9243248,504
1786774643.9409902,504
1786774643.9652123,502
1786774643.9822178,504
1786774644.0057366,505
1786774644.0244946,503
1786774644.0450695,503
1786774644.065444,505
1786774644.0799263,502
1786774644.105762,503
1786774644.1216059,503
1786774644.1446908,503
1786774644.1632378,502
1786774644.1860611,504
1786774644.2049475,504
1786774644.2258072,502
1786774644.245483,502
1786774644.260421,507
1786774644.286084,502
1786774644.3054104,503
1786774644.3261878,503
1786774644.3449273,504
1786774644.366232,502
1786774644.3853939,504
1786774644.4062192,503
1786774644.425975,504
1786774644.4431553,505
1786774644.4662497,503
1786774644.4825935,503
1786774644.5057726,504
1786774644.5243146,506
1786774644.5450077,502
1786774644.5652854,504
1786774644.585851,503
1786774644.6058085,503
1786774644.6214707,503
1786774644.64642,503
1786774644.6631348,506
1786774644.6839826,504
1786774644.706006,502
1786774644.7256665,503
1786774644.746264,504
1786774644.7663734,504
1786774644.7863462,502
1786774644.802307,503
1786774644.8260312,504
1786774644.8462586,505
1786774644.8660548,504
1786774644.8852568,503
1786774644.9056509,505
1786774644.9260728,504
1786774644.94539,504
1786774644.9618099,503
1786774644.9867532,504
1786774645.0033996,504
1786774645.0255492,505
1786774645.0449972,504
1786774645.0657594,505
1786774645.0862267,505
1786774645.1065907,502
1786774645.1266544,502
1786774645.142274,504
1786774645.1631126,503
1786774645.18706,502
1786774645.1991873,503
1786774645.2270753,503
1786774645.2468238,501
1786774645.2670958,503
1786774645.2811656,501
1786774645.3063357,502
1786774645.3268642,504
1786774645.3465216,505
1786774645.3671224,504
1786774645.3870697,504
1786774645.4063015,502
1786774645.4270582,503
1786774645.4472933,504
1786774645.461682,503
1786774645.4870596,502
1786774645.5034146,505
1786774645.527343,503
1786774645.547403,504
1786774645.5657072,503
1786774645.5866704,504
1786774645.6066656,502
1786774645.6273193,505
1786774645.6423156,505
1786774645.6674116,506
1786774645.687136,505
1786774645.7072954,505
1786774645.72605,503
1786774645.7453482,502
1786774645.76711,503
1786774645.7874038,502
1786774645.803779,503
1786774645.827119,503
1786774645.8435707,503
1786774645.8642585,503
1786774645.8874977,505
1786774645.8984127,504
1786774645.926816,504
1786774645.9469452,504
1786774645.9675605,504
1786774645.9824066,503
1786774646.0075457,506
1786774646.017085,504
1786774646.0460508,503
1786774646.0670464,503
1786774646.0869308,504
1786774646.1074965,502
1786774646.1271732,504
1786774646.1476662,503
1786774646.1638722,503
1786774646.1879973,504
1786774646.2045627,504
1786774646.2279224,503
1786774646.2462254,505
1786774646.267059,503
1786774646.2879314,504
1786774646.307738,504
1786774646.3227453,504
1786774646.3480973,502
1786774646.3681483,504
1786774646.385078,503
1786774646.4076347,504
1786774646.4268064,503
1786774646.4475887,504
1786774646.4680357,503
1786774646.4823635,504
1786774646.5081334,502
1786774646.5244765,503
1786774646.5483952,502
1786774646.5673752,503
1786774646.5879025,505
1786774646.607711,501
1786774646.628025,504
1786774646.6478431,504
1786774646.6678147,504
1786774646.688361,504
1786774646.7045898,504
1786774646.7278094,504
1786774646.7462428,503
1786774646.7674026,503
1786774646.7878554,505
1786774646.807785,504
1786774646.828351,504
1786774646.8463135,505
1786774646.8639827,505
1786774646.8886151,503
1786774646.9058566,502
1786774646.9286134,503
1786774646.9474742,505
1786774646.9683511,503
1786774646.9881477,505
1786774647.0067573,502
1786774647.0286844,503
1786774647.0483525,500
1786774647.0679932,502
1786774647.086337,505
1786774647.1086762,504
1786774647.1283195,504
1786774647.148743,504
1786774647.1686552,501
1786774647.1876526,496
1786774647.2038286,504
1786774647.2289007,502
1786774647.2461443,504
1786774647.2666817,503
1786774647.2877212,507
1786774647.308657,503
1786774647.3282633,503
1786774647.3431785,504
1786774647.3682275,503
1786774647.3849838,504
1786774647.4090822,504
1786774647.4264662,501
1786774647.4487984,504
1786774647.4684184,504
1786774647.488234,503
1786774647.508763,502
1786774647.5238614,501
1786774647.5491385,504
1786774647.5655522,504
1786774647.589229,503
1786774647.6087732,504
1786774647.6291146,503
1786774647.648225,505
1786774647.668779,503
1786774647.6892874,503
1786774647.7043955,505
1786774647.7292693,503
1786774647.7459288,502
1786774647.7688825,502
1786774647.7875931,505
1786774647.80851,506
1786774647.8292775,504
1786774647.8492768,501
1786774647.869434,502
1786774647.8883862,505
1786774647.9094086,505
1786774647.9295342,502
1786774647.9472942,503
1786774647.968259,504
1786774647.9893007,504
1786774648.00896,503
1786774648.029578,504
1786774648.0446336,505
1786774648.0696774,503
1786774648.0863233,503
1786774648.1087077,504
1786774648.1280494,504
1786774648.1487408,503
1786774648.1694632,504
1786774648.189528,505
1786774648.2100606,504
1786774648.2249851,503
1786774648.2498305,506
1786774648.2668142,503
1786774648.2898026,505
1786774648.3083148,504
1786774648.3291986,503
1786774648.3489332,503
